variant,block,symbol_id,symbol,count,empirical_frequency,smoothed_frequency
ud23,HESIODIC_TRADITION,25,ADV_PART:case,6,0.0006464124111182935,0.0006965280754393485
ud23,HESIODIC_TRADITION,26,ADV_PART:cc,587,0.06324068088773971,0.06295542220317188
ud23,HESIODIC_TRADITION,27,ADV_PART:conj,7,0.0007541478129713424,0.0008036862408915559
ud23,HESIODIC_TRADITION,28,ADV_PART:mark,3,0.0003232062055591467,0.0003750535790827261
ud23,HESIODIC_TRADITION,29,ADV_PART:nmod,5,0.0005386770092652446,0.000589369909987141
ud23,HESIODIC_TRADITION,30,ADV_PART:nsubj,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,31,ADV_PART:obj,21,0.0022624434389140274,0.0023039005572224602
ud23,HESIODIC_TRADITION,32,ADV_PART:obl,3,0.0003232062055591467,0.0003750535790827261
ud23,HESIODIC_TRADITION,33,ADV_PART:root,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,34,ADV_PART:xcomp,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,35,AUX:aux,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,36,AUX:conj,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,37,AUX:cop,58,0.006248653307476837,0.006268752678954137
ud23,HESIODIC_TRADITION,38,CCONJ:advmod,83,0.00894203835380306,0.008947706815259323
ud23,HESIODIC_TRADITION,39,CCONJ:case,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,40,CCONJ:cc,215,0.023163111398405517,0.023092584654950708
ud23,HESIODIC_TRADITION,41,CCONJ:conj,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,42,CCONJ:mark,15,0.0016160310277957336,0.0016609515645092156
ud23,HESIODIC_TRADITION,43,CCONJ:nmod,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,44,CCONJ:obj,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,45,CCONJ:obl,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,46,DET:advmod,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,47,DET:det,47,0.005063563887093299,0.005090012858979854
ud23,HESIODIC_TRADITION,48,DET:root,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,49,DET:xcomp,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,50,NOUN:acl,3,0.0003232062055591467,0.0003750535790827261
ud23,HESIODIC_TRADITION,51,NOUN:advcl,1,0.00010773540185304891,0.0001607372481783112
ud23,HESIODIC_TRADITION,52,NOUN:appos,91,0.00980392156862745,0.009804972138876983
ud23,HESIODIC_TRADITION,53,NOUN:case,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,54,NOUN:conj,385,0.04147812971342383,0.04130947278182597
ud23,HESIODIC_TRADITION,55,NOUN:iobj,40,0.004309416074121957,0.004339905700814402
ud23,HESIODIC_TRADITION,56,NOUN:nmod,420,0.04524886877828054,0.045060008572653236
ud23,HESIODIC_TRADITION,57,NOUN:nsubj,450,0.04848093083387201,0.04827475353621946
ud23,HESIODIC_TRADITION,58,NOUN:obj,724,0.07800043094160741,0.0776360908701243
ud23,HESIODIC_TRADITION,59,NOUN:obl,542,0.05839258780435251,0.058133304757822545
ud23,HESIODIC_TRADITION,60,NOUN:root,11,0.001185089420383538,0.0012323189027003858
ud23,HESIODIC_TRADITION,61,NOUN:xcomp,20,0.0021547080370609784,0.0021967423917702527
ud23,HESIODIC_TRADITION,62,NUM:advcl,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,63,NUM:conj,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,64,NUM:nsubj,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,65,NUM:nummod,19,0.0020469726352079294,0.0020895842263180453
ud23,HESIODIC_TRADITION,66,NUM:obj,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,67,NUM:obl,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,68,NUM:root,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,69,NUM:xcomp,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,70,PRON:acl,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,71,PRON:advcl,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,72,PRON:appos,1,0.00010773540185304891,0.0001607372481783112
ud23,HESIODIC_TRADITION,73,PRON:conj,2,0.00021547080370609782,0.00026789541363051865
ud23,HESIODIC_TRADITION,74,PRON:iobj,31,0.003339797457444516,0.003375482211744535
ud23,HESIODIC_TRADITION,75,PRON:nmod,54,0.005817711700064641,0.005840120017145307
ud23,HESIODIC_TRADITION,76,PRON:nsubj,189,0.020361990950226245,0.020306472353193314
ud23,HESIODIC_TRADITION,77,PRON:obj,145,0.015621633268692092,0.015591513073296185
ud23,HESIODIC_TRADITION,78,PRON:obl,51,0.005494505494505495,0.005518645520788684
ud23,HESIODIC_TRADITION,79,PRON:parataxis,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,80,PRON:root,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,81,PRON:xcomp,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,82,SCONJ:case,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,83,SCONJ:cc,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,84,SCONJ:mark,68,0.007326007326007326,0.007340334333476211
ud23,HESIODIC_TRADITION,85,SCONJ:nmod,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,86,SCONJ:xcomp,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,87,VERB:acl,90,0.009696186166774402,0.009697813973424774
ud23,HESIODIC_TRADITION,88,VERB:advcl,441,0.04751131221719457,0.047310330047149594
ud23,HESIODIC_TRADITION,89,VERB:appos,3,0.0003232062055591467,0.0003750535790827261
ud23,HESIODIC_TRADITION,90,VERB:case,0,0.0,5.357908272610373e-05
ud23,HESIODIC_TRADITION,91,VERB:ccomp,13,0.0014005602240896359,0.0014466352336048006
ud23,HESIODIC_TRADITION,92,VERB:conj,201,0.02165481577246283,0.021592370338619802
ud23,HESIODIC_TRADITION,93,VERB:csubj,10,0.0010773540185304892,0.0011251607372481784
ud23,HESIODIC_TRADITION,94,VERB:nmod,70,0.007541478129713424,0.007554650664380626
ud23,HESIODIC_TRADITION,95,VERB:nsubj,2,0.00021547080370609782,0.00026789541363051865
ud23,HESIODIC_TRADITION,96,VERB:obl,2,0.00021547080370609782,0.00026789541363051865
ud23,HESIODIC_TRADITION,97,VERB:parataxis,4,0.00043094160741219563,0.00048221174453493356
ud23,HESIODIC_TRADITION,98,VERB:root,712,0.07670760611937083,0.07635019288469781
ud23,HESIODIC_TRADITION,99,VERB:xcomp,66,0.007110536522301228,0.007126018002571796
ud23,HOMERIC_TRADITION,0,ADJ:advcl,62,0.0008721584514967364,0.0008785740391914307
ud23,HOMERIC_TRADITION,1,ADJ:advmod,695,0.009776614899842448,0.00977677190812224
ud23,HOMERIC_TRADITION,2,ADJ:amod,433,0.006091042088678821,0.006093789535831764
ud23,HOMERIC_TRADITION,3,ADJ:appos,6,8.440243079000676e-05,9.13717000759088e-05
ud23,HOMERIC_TRADITION,4,ADJ:conj,192,0.0027008777852802163,0.002706008040709607
ud23,HOMERIC_TRADITION,5,ADJ:iobj,53,0.0007455548053117263,0.0007520593775478647
ud23,HOMERIC_TRADITION,6,ADJ:nmod,5857,0.08239083952284493,0.08233995895302089
ud23,HOMERIC_TRADITION,7,ADJ:nsubj,394,0.005542426288543777,0.005545559335376311
ud23,HOMERIC_TRADITION,8,ADJ:obj,581,0.008172968714832321,0.008174252860637072
ud23,HOMERIC_TRADITION,9,ADJ:obl,262,0.0036855728111636283,0.003690010964604009
ud23,HOMERIC_TRADITION,10,ADJ:parataxis,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,11,ADJ:root,117,0.0016458474004051318,0.00165171919367989
ud23,HOMERIC_TRADITION,12,ADJ:xcomp,888,0.012491559756921,0.01248980854114538
ud23,HOMERIC_TRADITION,13,ADP:advcl,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,14,ADP:case,3928,0.055255458023857756,0.05522364980741657
ud23,HOMERIC_TRADITION,15,ADP:cc,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,16,ADP:conj,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,17,ADP:mark,2,2.8134143596668917e-05,3.514296156765723e-05
ud23,HOMERIC_TRADITION,18,ADP:nmod,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,19,ADP:nsubj,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,20,ADP:obj,2,2.8134143596668917e-05,3.514296156765723e-05
ud23,HOMERIC_TRADITION,21,ADP:root,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,22,ADV_PART:acl,1,1.4067071798334459e-05,2.1085776940594338e-05
ud23,HOMERIC_TRADITION,23,ADV_PART:advcl,2,2.8134143596668917e-05,3.514296156765723e-05
ud23,HOMERIC_TRADITION,24,ADV_PART:advmod,12123,0.17053511141120864,0.17042227782619698
ud23,HOMERIC_TRADITION,25,ADV_PART:case,22,0.0003094755795633581,0.0003162866541089151
ud23,HOMERIC_TRADITION,26,ADV_PART:cc,3867,0.05439736664415935,0.054366161545165735
ud23,HOMERIC_TRADITION,27,ADV_PART:conj,24,0.00033760972316002703,0.00034440102336304087
ud23,HOMERIC_TRADITION,28,ADV_PART:mark,21,0.00029540850776502365,0.00030222946948185215
ud23,HOMERIC_TRADITION,29,ADV_PART:nmod,22,0.0003094755795633581,0.0003162866541089151
ud23,HOMERIC_TRADITION,30,ADV_PART:nsubj,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,31,ADV_PART:obj,271,0.003812176457348638,0.003816525626247575
ud23,HOMERIC_TRADITION,32,ADV_PART:obl,6,8.440243079000676e-05,9.13717000759088e-05
ud23,HOMERIC_TRADITION,33,ADV_PART:root,6,8.440243079000676e-05,9.13717000759088e-05
ud23,HOMERIC_TRADITION,34,ADV_PART:xcomp,4,5.6268287193337834e-05,6.325733082178301e-05
ud23,HOMERIC_TRADITION,35,AUX:aux,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,36,AUX:conj,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,37,AUX:cop,511,0.007188273688948909,0.007190249936742669
ud23,HOMERIC_TRADITION,38,CCONJ:advmod,354,0.004979743416610398,0.004983271950293795
ud23,HOMERIC_TRADITION,39,CCONJ:case,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,40,CCONJ:cc,1600,0.022507314877335136,0.02249852399561416
ud23,HOMERIC_TRADITION,41,CCONJ:conj,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,42,CCONJ:mark,254,0.0035730362367769526,0.0035775534875875058
ud23,HOMERIC_TRADITION,43,CCONJ:nmod,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,44,CCONJ:obj,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,45,CCONJ:obl,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,46,DET:advmod,1,1.4067071798334459e-05,2.1085776940594338e-05
ud23,HOMERIC_TRADITION,47,DET:det,332,0.004670267837047041,0.004674013888498411
ud23,HOMERIC_TRADITION,48,DET:root,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,49,DET:xcomp,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,50,NOUN:acl,21,0.00029540850776502365,0.00030222946948185215
ud23,HOMERIC_TRADITION,51,NOUN:advcl,23,0.00032354265136169257,0.00033034383873597795
ud23,HOMERIC_TRADITION,52,NOUN:appos,43,0.0006048840873283817,0.0006114875312772358
ud23,HOMERIC_TRADITION,53,NOUN:case,1,1.4067071798334459e-05,2.1085776940594338e-05
ud23,HOMERIC_TRADITION,54,NOUN:conj,1119,0.015741053342336258,0.01573701818999691
ud23,HOMERIC_TRADITION,55,NOUN:iobj,329,0.004628066621652037,0.0046318423346172225
ud23,HOMERIC_TRADITION,56,NOUN:nmod,2634,0.037052667116812966,0.03703365289999719
ud23,HOMERIC_TRADITION,57,NOUN:nsubj,3703,0.0520903668692325,0.05206078326632742
ud23,HOMERIC_TRADITION,58,NOUN:obj,5242,0.07373959036686924,0.07369479040737721
ud23,HOMERIC_TRADITION,59,NOUN:obl,3890,0.05472090929552104,0.05468947679158818
ud23,HOMERIC_TRADITION,60,NOUN:root,49,0.0006892865181183885,0.0006958306390396131
ud23,HOMERIC_TRADITION,61,NOUN:xcomp,117,0.0016458474004051318,0.00165171919367989
ud23,HOMERIC_TRADITION,62,NUM:advcl,1,1.4067071798334459e-05,2.1085776940594338e-05
ud23,HOMERIC_TRADITION,63,NUM:conj,3,4.220121539500338e-05,4.9200146194720124e-05
ud23,HOMERIC_TRADITION,64,NUM:nsubj,2,2.8134143596668917e-05,3.514296156765723e-05
ud23,HOMERIC_TRADITION,65,NUM:nummod,97,0.0013645059644384425,0.0013705755011386319
ud23,HOMERIC_TRADITION,66,NUM:obj,2,2.8134143596668917e-05,3.514296156765723e-05
ud23,HOMERIC_TRADITION,67,NUM:obl,1,1.4067071798334459e-05,2.1085776940594338e-05
ud23,HOMERIC_TRADITION,68,NUM:root,1,1.4067071798334459e-05,2.1085776940594338e-05
ud23,HOMERIC_TRADITION,69,NUM:xcomp,1,1.4067071798334459e-05,2.1085776940594338e-05
ud23,HOMERIC_TRADITION,70,PRON:acl,2,2.8134143596668917e-05,3.514296156765723e-05
ud23,HOMERIC_TRADITION,71,PRON:advcl,1,1.4067071798334459e-05,2.1085776940594338e-05
ud23,HOMERIC_TRADITION,72,PRON:appos,6,8.440243079000676e-05,9.13717000759088e-05
ud23,HOMERIC_TRADITION,73,PRON:conj,23,0.00032354265136169257,0.00033034383873597795
ud23,HOMERIC_TRADITION,74,PRON:iobj,300,0.004220121539500338,0.004224183980432399
ud23,HOMERIC_TRADITION,75,PRON:nmod,490,0.0068928651811838845,0.006895049059574348
ud23,HOMERIC_TRADITION,76,PRON:nsubj,1886,0.02653049741165879,0.026518878798954145
ud23,HOMERIC_TRADITION,77,PRON:obj,1807,0.02541919873959037,0.025408361213416178
ud23,HOMERIC_TRADITION,78,PRON:obl,752,0.010578437992347513,0.010578031431864827
ud23,HOMERIC_TRADITION,79,PRON:parataxis,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,80,PRON:root,8,0.00011253657438667567,0.00011948606933003458
ud23,HOMERIC_TRADITION,81,PRON:xcomp,3,4.220121539500338e-05,4.9200146194720124e-05
ud23,HOMERIC_TRADITION,82,SCONJ:case,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,83,SCONJ:cc,16,0.00022507314877335134,0.00023194354634653772
ud23,HOMERIC_TRADITION,84,SCONJ:mark,725,0.010198627053792483,0.010198487446934128
ud23,HOMERIC_TRADITION,85,SCONJ:nmod,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,86,SCONJ:xcomp,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,87,VERB:acl,626,0.008805986945757372,0.008806826168854903
ud23,HOMERIC_TRADITION,88,VERB:advcl,3699,0.05203409858203916,0.05200455452781917
ud23,HOMERIC_TRADITION,89,VERB:appos,19,0.0002672743641683547,0.0002741151002277264
ud23,HOMERIC_TRADITION,90,VERB:case,0,0.0,7.028592313531446e-06
ud23,HOMERIC_TRADITION,91,VERB:ccomp,309,0.004346725185685347,0.004350698642075965
ud23,HOMERIC_TRADITION,92,VERB:conj,2824,0.03972541075849651,0.03970451797913914
ud23,HOMERIC_TRADITION,93,VERB:csubj,59,0.0008299572361017331,0.0008364024853102421
ud23,HOMERIC_TRADITION,94,VERB:nmod,315,0.004431127616475354,0.004435041749838342
ud23,HOMERIC_TRADITION,95,VERB:nsubj,5,7.03353589916723e-05,7.73145154488459e-05
ud23,HOMERIC_TRADITION,96,VERB:obl,2,2.8134143596668917e-05,3.514296156765723e-05
ud23,HOMERIC_TRADITION,97,VERB:parataxis,18,0.00025320729237002026,0.0002600579156006635
ud23,HOMERIC_TRADITION,98,VERB:root,5985,0.08419142471303173,0.08413927858528494
ud23,HOMERIC_TRADITION,99,VERB:xcomp,1036,0.0145734863830745,0.014570271865950687
ud23,PLUTARCH,0,ADJ:advcl,14,0.0015758667266996848,0.0016230132079695545
ud23,PLUTARCH,1,ADJ:advmod,74,0.008329581269698334,0.008338929930602194
ud23,PLUTARCH,2,ADJ:amod,63,0.007091400270148582,0.007107678531452877
ud23,PLUTARCH,3,ADJ:appos,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,4,ADJ:conj,75,0.008442143178748312,0.008450861875979404
ud23,PLUTARCH,5,ADJ:iobj,11,0.0012381809995497524,0.0012872173718379224
ud23,PLUTARCH,6,ADJ:nmod,307,0.03455650607834309,0.03441907320349228
ud23,PLUTARCH,7,ADJ:nsubj,57,0.0064160288158487165,0.006436086859189612
ud23,PLUTARCH,8,ADJ:obj,90,0.010130571814497974,0.010129841056637565
ud23,PLUTARCH,9,ADJ:obl,31,0.003489419180549302,0.003525856279382136
ud23,PLUTARCH,10,ADJ:parataxis,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,11,ADJ:root,33,0.003714542998649257,0.003749720170136557
ud23,PLUTARCH,12,ADJ:xcomp,75,0.008442143178748312,0.008450861875979404
ud23,PLUTARCH,13,ADP:advcl,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,14,ADP:case,548,0.06168392615938766,0.06139467203940004
ud23,PLUTARCH,15,ADP:cc,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,16,ADP:conj,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,17,ADP:mark,2,0.00022512381809995497,0.00027982986344302665
ud23,PLUTARCH,18,ADP:nmod,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,19,ADP:nsubj,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,20,ADP:obj,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,21,ADP:root,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,22,ADV_PART:acl,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,23,ADV_PART:advcl,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,24,ADV_PART:advmod,1221,0.13743809095002252,0.13672487127826283
ud23,PLUTARCH,25,ADV_PART:case,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,26,ADV_PART:cc,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,27,ADV_PART:conj,17,0.0019135524538496174,0.0019588090441011864
ud23,PLUTARCH,28,ADV_PART:mark,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,29,ADV_PART:nmod,18,0.002026114362899595,0.002070740989478397
ud23,PLUTARCH,30,ADV_PART:nsubj,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,31,ADV_PART:obj,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,32,ADV_PART:obl,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,33,ADV_PART:root,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,34,ADV_PART:xcomp,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,35,AUX:aux,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,36,AUX:conj,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,37,AUX:cop,117,0.013169743358847366,0.013152003581822252
ud23,PLUTARCH,38,CCONJ:advmod,2,0.00022512381809995497,0.00027982986344302665
ud23,PLUTARCH,39,CCONJ:case,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,40,CCONJ:cc,499,0.05616839261593877,0.05591000671591672
ud23,PLUTARCH,41,CCONJ:conj,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,42,CCONJ:mark,11,0.0012381809995497524,0.0012872173718379224
ud23,PLUTARCH,43,CCONJ:nmod,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,44,CCONJ:obj,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,45,CCONJ:obl,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,46,DET:advmod,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,47,DET:det,1278,0.14385411976587123,0.14310499216476383
ud23,PLUTARCH,48,DET:root,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,49,DET:xcomp,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,50,NOUN:acl,2,0.00022512381809995497,0.00027982986344302665
ud23,PLUTARCH,51,NOUN:advcl,11,0.0012381809995497524,0.0012872173718379224
ud23,PLUTARCH,52,NOUN:appos,5,0.0005628095452498874,0.0006156256995746586
ud23,PLUTARCH,53,NOUN:case,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,54,NOUN:conj,163,0.01834759117514633,0.018300873069173943
ud23,PLUTARCH,55,NOUN:iobj,35,0.003939666816749212,0.0039735840608909785
ud23,PLUTARCH,56,NOUN:nmod,297,0.033430886987843314,0.03329975374972017
ud23,PLUTARCH,57,NOUN:nsubj,393,0.04423683025664115,0.044045220505932396
ud23,PLUTARCH,58,NOUN:obj,491,0.055267897343538944,0.055014551152899036
ud23,PLUTARCH,59,NOUN:obl,435,0.04896443043674021,0.04874636221177524
ud23,PLUTARCH,60,NOUN:root,10,0.0011256190904997748,0.0011752854264607119
ud23,PLUTARCH,61,NOUN:xcomp,63,0.007091400270148582,0.007107678531452877
ud23,PLUTARCH,62,NUM:advcl,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,63,NUM:conj,2,0.00022512381809995497,0.00027982986344302665
ud23,PLUTARCH,64,NUM:nsubj,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,65,NUM:nummod,16,0.0018009905447996398,0.0018468770987239758
ud23,PLUTARCH,66,NUM:obj,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,67,NUM:obl,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,68,NUM:root,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,69,NUM:xcomp,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,70,PRON:acl,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,71,PRON:advcl,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,72,PRON:appos,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,73,PRON:conj,7,0.0007879333633498424,0.0008394895903290799
ud23,PLUTARCH,74,PRON:iobj,30,0.003376857271499325,0.003413924334004925
ud23,PLUTARCH,75,PRON:nmod,60,0.00675371454299865,0.006771882695321245
ud23,PLUTARCH,76,PRON:nsubj,100,0.01125619090499775,0.01124916051040967
ud23,PLUTARCH,77,PRON:obj,136,0.01530841963079694,0.015278710543989254
ud23,PLUTARCH,78,PRON:obl,108,0.012156686177397569,0.012144616073427357
ud23,PLUTARCH,79,PRON:parataxis,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,80,PRON:root,1,0.00011256190904997749,0.000167897918065816
ud23,PLUTARCH,81,PRON:xcomp,15,0.0016884286357496624,0.001734945153346765
ud23,PLUTARCH,82,SCONJ:case,2,0.00022512381809995497,0.00027982986344302665
ud23,PLUTARCH,83,SCONJ:cc,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,84,SCONJ:mark,130,0.014633048176497073,0.01460711887172599
ud23,PLUTARCH,85,SCONJ:nmod,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,86,SCONJ:xcomp,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,87,VERB:acl,50,0.005628095452498875,0.0056525632415491385
ud23,PLUTARCH,88,VERB:advcl,526,0.05920756416028816,0.05893216924110141
ud23,PLUTARCH,89,VERB:appos,3,0.00033768572714993245,0.0003917618088202373
ud23,PLUTARCH,90,VERB:case,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,91,VERB:ccomp,115,0.012944619540747411,0.012928139691067831
ud23,PLUTARCH,92,VERB:conj,271,0.0305042773525439,0.030389523169912693
ud23,PLUTARCH,93,VERB:csubj,46,0.005177847816298964,0.0052048354600402955
ud23,PLUTARCH,94,VERB:nmod,113,0.012719495722647457,0.01270427580031341
ud23,PLUTARCH,95,VERB:nsubj,28,0.0031517334533993696,0.0031900604432505038
ud23,PLUTARCH,96,VERB:obl,20,0.0022512381809995496,0.0022946048802328185
ud23,PLUTARCH,97,VERB:parataxis,0,0.0,5.596597268860533e-05
ud23,PLUTARCH,98,VERB:root,455,0.051215668617739754,0.05098500111931945
ud23,PLUTARCH,99,VERB:xcomp,191,0.021499324628545702,0.021434967539735842
ud23,THUCYDIDES,0,ADJ:advcl,19,0.0020329552749839505,0.002075351213282248
ud23,THUCYDIDES,1,ADJ:advmod,133,0.014230686924887652,0.014208173690932312
ud23,THUCYDIDES,2,ADJ:amod,67,0.00716884228546972,0.007183908045977011
ud23,THUCYDIDES,3,ADJ:appos,4,0.00042799058420714745,0.0004789272030651341
ud23,THUCYDIDES,4,ADJ:conj,62,0.006633854055210785,0.006651766709237974
ud23,THUCYDIDES,5,ADJ:iobj,1,0.00010699764605178686,0.00015964240102171138
ud23,THUCYDIDES,6,ADJ:nmod,325,0.03477423496683073,0.034642401021711365
ud23,THUCYDIDES,7,ADJ:nsubj,62,0.006633854055210785,0.006651766709237974
ud23,THUCYDIDES,8,ADJ:obj,87,0.009308795206505457,0.009312473392933163
ud23,THUCYDIDES,9,ADJ:obl,72,0.007703830515728654,0.007716049382716049
ud23,THUCYDIDES,10,ADJ:parataxis,0,0.0,5.321413367390379e-05
ud23,THUCYDIDES,11,ADJ:root,21,0.0022469505670875242,0.002288207747977863
ud23,THUCYDIDES,12,ADJ:xcomp,88,0.009415792852557245,0.009418901660280971
ud23,THUCYDIDES,13,ADP:advcl,0,0.0,5.321413367390379e-05
ud23,THUCYDIDES,14,ADP:case,683,0.07307939225337043,0.07274372073222649
ud23,THUCYDIDES,15,ADP:cc,0,0.0,5.321413367390379e-05
ud23,THUCYDIDES,16,ADP:conj,0,0.0,5.321413367390379e-05
ud23,THUCYDIDES,17,ADP:mark,0,0.0,5.321413367390379e-05
ud23,THUCYDIDES,18,ADP:nmod,3,0.00032099293815536056,0.0003724989357173265
ud23,THUCYDIDES,19,ADP:nsubj,0,0.0,5.321413367390379e-05
ud23,THUCYDIDES,20,ADP:obj,1,0.00010699764605178686,0.00015964240102171138
ud23,THUCYDIDES,21,ADP:root,0,0.0,5.321413367390379e-05
ud23,THUCYDIDES,22,ADV_PART:acl,0,0.0,5.321413367390379e-05
ud23,THUCYDIDES,23,ADV_PART:advcl,0,0.0,5.321413367390379e-05
ud23,THUCYDIDES,24,ADV_PART:advmod,1440,0.1540766103145731,0.15330991911451683
ud23,THUCYDIDES,25,ADV_PART:case,0,0.0,5.321413367390379e-05
ud23,THUCYDIDES,26,ADV_PART:cc,2,0.00021399529210357372,0.00026607066836951894
ud23,THUCYDIDES,27,ADV_PART:conj,6,0.0006419858763107211,0.0006917837377607493
ud23,THUCYDIDES,28,ADV_PART:mark,0,0.0,5.321413367390379e-05
ud23,THUCYDIDES,29,ADV_PART:nmod,24,0.0025679435052428845,0.0026074925500212858
ud23,THUCYDIDES,30,ADV_PART:nsubj,1,0.00010699764605178686,0.00015964240102171138
ud23,THUCYDIDES,31,ADV_PART:obj,2,0.00021399529210357372,0.00026607066836951894
ud23,THUCYDIDES,32,ADV_PART:obl,1,0.00010699764605178686,0.00015964240102171138
