language,regime,upos_raw,deprel_raw,upos,deprel_base,n,status
grc,PROSE_POST,VERB,xcomp,VERB,xcomp,818,PROVISIONAL
grc,PROSE_POST,X,nmod,X,nmod,1,PROVISIONAL
grc,PROSE_POST,X,obj,X,obj,1,PROVISIONAL
grc,PROSE_POST,X,obl,X,obl,3,PROVISIONAL
la,EXCLUDED,ADJ,advcl,ADJ,advcl,2,PROVISIONAL
la,EXCLUDED,ADJ,amod,ADJ,amod,69,PROVISIONAL
la,EXCLUDED,ADJ,conj,ADJ,conj,9,PROVISIONAL
la,EXCLUDED,ADJ,nsubj,ADJ,nsubj,6,PROVISIONAL
la,EXCLUDED,ADJ,obj,ADJ,obj,3,PROVISIONAL
la,EXCLUDED,ADJ,root,ADJ,root,2,PROVISIONAL
la,EXCLUDED,ADP,case,ADP,case,168,PROVISIONAL
la,EXCLUDED,ADP,mark,ADP,mark,1,PROVISIONAL
la,EXCLUDED,ADV,advmod,ADV,advmod,37,PROVISIONAL
la,EXCLUDED,ADV,advmod:emph,ADV,advmod,2,PROVISIONAL
la,EXCLUDED,ADV,advmod:lmod,ADV,advmod,2,PROVISIONAL
la,EXCLUDED,ADV,advmod:tmod,ADV,advmod,1,PROVISIONAL
la,EXCLUDED,ADV,cc,ADV,cc,1,PROVISIONAL
la,EXCLUDED,ADV,conj,ADV,conj,1,PROVISIONAL
la,EXCLUDED,ADV,mark,ADV,mark,1,PROVISIONAL
la,EXCLUDED,ADV,obl,ADV,obl,2,PROVISIONAL
la,EXCLUDED,AUX,cop,AUX,cop,12,PROVISIONAL
la,EXCLUDED,CCONJ,advmod:emph,CCONJ,advmod,4,PROVISIONAL
la,EXCLUDED,CCONJ,cc,CCONJ,cc,257,PROVISIONAL
la,EXCLUDED,CCONJ,conj,CCONJ,conj,1,PROVISIONAL
la,EXCLUDED,CCONJ,nmod,CCONJ,nmod,2,PROVISIONAL
la,EXCLUDED,DET,det,DET,det,53,PROVISIONAL
la,EXCLUDED,DET,nmod,DET,nmod,2,PROVISIONAL
la,EXCLUDED,DET,nsubj,DET,nsubj,9,PROVISIONAL
la,EXCLUDED,DET,obj,DET,obj,7,PROVISIONAL
la,EXCLUDED,DET,obl,DET,obl,16,PROVISIONAL
la,EXCLUDED,DET,obl:arg,DET,obl,5,PROVISIONAL
la,EXCLUDED,INTJ,discourse,INTJ,discourse,3,PROVISIONAL
la,EXCLUDED,NOUN,acl:relcl,NOUN,acl,2,PROVISIONAL
la,EXCLUDED,NOUN,advcl:cmp,NOUN,advcl,4,PROVISIONAL
la,EXCLUDED,NOUN,appos,NOUN,appos,2,PROVISIONAL
la,EXCLUDED,NOUN,conj,NOUN,conj,63,PROVISIONAL
la,EXCLUDED,NOUN,conj:expl,NOUN,conj,1,PROVISIONAL
la,EXCLUDED,NOUN,nmod,NOUN,nmod,111,PROVISIONAL
la,EXCLUDED,NOUN,nsubj,NOUN,nsubj,60,PROVISIONAL
la,EXCLUDED,NOUN,nsubj:pass,NOUN,nsubj,11,PROVISIONAL
la,EXCLUDED,NOUN,obj,NOUN,obj,135,PROVISIONAL
la,EXCLUDED,NOUN,obl,NOUN,obl,114,PROVISIONAL
la,EXCLUDED,NOUN,obl:arg,NOUN,obl,9,PROVISIONAL
la,EXCLUDED,NOUN,root,NOUN,root,4,PROVISIONAL
la,EXCLUDED,NOUN,vocative,NOUN,vocative,2,PROVISIONAL
la,EXCLUDED,NOUN,xcomp,NOUN,xcomp,1,PROVISIONAL
la,EXCLUDED,NUM,conj:expl,NUM,conj,1,PROVISIONAL
la,EXCLUDED,NUM,flat,NUM,flat,6,PROVISIONAL
la,EXCLUDED,NUM,nummod,NUM,nummod,41,PROVISIONAL
la,EXCLUDED,PART,advmod:neg,PART,advmod,17,PROVISIONAL
la,EXCLUDED,PART,discourse,PART,discourse,4,PROVISIONAL
la,EXCLUDED,PRON,advcl,PRON,advcl,1,PROVISIONAL
la,EXCLUDED,PRON,advcl:pred,PRON,advcl,1,PROVISIONAL
la,EXCLUDED,PRON,conj,PRON,conj,1,PROVISIONAL
la,EXCLUDED,PRON,nmod,PRON,nmod,28,PROVISIONAL
la,EXCLUDED,PRON,nsubj,PRON,nsubj,33,PROVISIONAL
la,EXCLUDED,PRON,nsubj:pass,PRON,nsubj,3,PROVISIONAL
la,EXCLUDED,PRON,obj,PRON,obj,31,PROVISIONAL
la,EXCLUDED,PRON,obl,PRON,obl,28,PROVISIONAL
la,EXCLUDED,PRON,obl:arg,PRON,obl,4,PROVISIONAL
la,EXCLUDED,PROPN,conj,NOUN,conj,1,PROVISIONAL
la,EXCLUDED,PROPN,nmod,NOUN,nmod,5,PROVISIONAL
la,EXCLUDED,PROPN,xcomp,NOUN,xcomp,1,PROVISIONAL
la,EXCLUDED,PUNCT,punct,PUNCT,punct,161,PROVISIONAL
la,EXCLUDED,SCONJ,mark,SCONJ,mark,51,PROVISIONAL
la,EXCLUDED,VERB,acl,VERB,acl,1,PROVISIONAL
la,EXCLUDED,VERB,acl:relcl,VERB,acl,21,PROVISIONAL
la,EXCLUDED,VERB,advcl,VERB,advcl,57,PROVISIONAL
la,EXCLUDED,VERB,advcl:cmp,VERB,advcl,3,PROVISIONAL
la,EXCLUDED,VERB,amod,VERB,amod,36,PROVISIONAL
la,EXCLUDED,VERB,ccomp,VERB,ccomp,11,PROVISIONAL
la,EXCLUDED,VERB,conj,VERB,conj,67,PROVISIONAL
la,EXCLUDED,VERB,csubj,VERB,csubj,13,PROVISIONAL
la,EXCLUDED,VERB,nmod,VERB,nmod,15,PROVISIONAL
la,EXCLUDED,VERB,nsubj,VERB,nsubj,1,PROVISIONAL
la,EXCLUDED,VERB,obl,VERB,obl,4,PROVISIONAL
la,EXCLUDED,VERB,root,VERB,root,148,PROVISIONAL
la,EXCLUDED,VERB,xcomp,VERB,xcomp,11,PROVISIONAL
la,HEX,ADJ,advcl,ADJ,advcl,2,PROVISIONAL
la,HEX,ADJ,advcl:cmp,ADJ,advcl,2,PROVISIONAL
la,HEX,ADJ,advcl:pred,ADJ,advcl,2,PROVISIONAL
la,HEX,ADJ,advmod,ADJ,advmod,7,PROVISIONAL
la,HEX,ADJ,amod,ADJ,amod,247,PROVISIONAL
la,HEX,ADJ,ccomp,ADJ,ccomp,3,PROVISIONAL
la,HEX,ADJ,conj,ADJ,conj,11,PROVISIONAL
la,HEX,ADJ,nmod,ADJ,nmod,2,PROVISIONAL
la,HEX,ADJ,nsubj,ADJ,nsubj,5,PROVISIONAL
la,HEX,ADJ,nsubj:pass,ADJ,nsubj,2,PROVISIONAL
la,HEX,ADJ,obj,ADJ,obj,9,PROVISIONAL
la,HEX,ADJ,obl,ADJ,obl,5,PROVISIONAL
la,HEX,ADJ,root,ADJ,root,13,PROVISIONAL
la,HEX,ADJ,vocative,ADJ,vocative,3,PROVISIONAL
la,HEX,ADJ,xcomp,ADJ,xcomp,13,PROVISIONAL
la,HEX,ADP,case,ADP,case,111,PROVISIONAL
la,HEX,ADP,cc,ADP,cc,1,PROVISIONAL
la,HEX,ADV,acl,ADV,acl,1,PROVISIONAL
la,HEX,ADV,advmod,ADV,advmod,108,PROVISIONAL
la,HEX,ADV,advmod:emph,ADV,advmod,1,PROVISIONAL
la,HEX,ADV,advmod:lmod,ADV,advmod,16,PROVISIONAL
la,HEX,ADV,advmod:tmod,ADV,advmod,20,PROVISIONAL
la,HEX,ADV,conj,ADV,conj,1,PROVISIONAL
la,HEX,ADV,discourse,ADV,discourse,3,PROVISIONAL
la,HEX,ADV,mark,ADV,mark,9,PROVISIONAL
la,HEX,ADV,obj,ADV,obj,1,PROVISIONAL
la,HEX,ADV,orphan,ADV,orphan,1,PROVISIONAL
la,HEX,AUX,aux:pass,AUX,aux,2,PROVISIONAL
la,HEX,AUX,cop,AUX,cop,43,PROVISIONAL
la,HEX,CCONJ,advmod,CCONJ,advmod,3,PROVISIONAL
la,HEX,CCONJ,advmod:emph,CCONJ,advmod,12,PROVISIONAL
la,HEX,CCONJ,cc,CCONJ,cc,227,PROVISIONAL
la,HEX,DET,advcl:pred,DET,advcl,1,PROVISIONAL
la,HEX,DET,advmod,DET,advmod,1,PROVISIONAL
la,HEX,DET,amod,DET,amod,2,PROVISIONAL
la,HEX,DET,conj,DET,conj,1,PROVISIONAL
la,HEX,DET,det,DET,det,88,PROVISIONAL
la,HEX,DET,det:numgov,DET,det,1,PROVISIONAL
la,HEX,DET,nmod,DET,nmod,3,PROVISIONAL
la,HEX,DET,nsubj,DET,nsubj,38,PROVISIONAL
la,HEX,DET,nsubj:pass,DET,nsubj,4,PROVISIONAL
la,HEX,DET,obj,DET,obj,25,PROVISIONAL
la,HEX,DET,obl,DET,obl,8,PROVISIONAL
la,HEX,DET,obl:arg,DET,obl,1,PROVISIONAL
la,HEX,DET,orphan,DET,orphan,1,PROVISIONAL
la,HEX,DET,root,DET,root,1,PROVISIONAL
la,HEX,INTJ,discourse,INTJ,discourse,3,PROVISIONAL
la,HEX,NOUN,advcl,NOUN,advcl,5,PROVISIONAL
la,HEX,NOUN,advcl:cmp,NOUN,advcl,2,PROVISIONAL
la,HEX,NOUN,advcl:pred,NOUN,advcl,1,PROVISIONAL
la,HEX,NOUN,appos,NOUN,appos,3,PROVISIONAL
la,HEX,NOUN,ccomp,NOUN,ccomp,3,PROVISIONAL
la,HEX,NOUN,conj,NOUN,conj,54,PROVISIONAL
la,HEX,NOUN,nmod,NOUN,nmod,84,PROVISIONAL
la,HEX,NOUN,nsubj,NOUN,nsubj,146,PROVISIONAL
la,HEX,NOUN,nsubj:pass,NOUN,nsubj,36,PROVISIONAL
la,HEX,NOUN,obj,NOUN,obj,205,PROVISIONAL
la,HEX,NOUN,obl,NOUN,obl,225,PROVISIONAL
la,HEX,NOUN,obl:arg,NOUN,obl,25,PROVISIONAL
la,HEX,NOUN,obl:cmp,NOUN,obl,1,PROVISIONAL
la,HEX,NOUN,orphan,NOUN,orphan,1,PROVISIONAL
la,HEX,NOUN,root,NOUN,root,9,PROVISIONAL
la,HEX,NOUN,vocative,NOUN,vocative,8,PROVISIONAL
la,HEX,NOUN,xcomp,NOUN,xcomp,7,PROVISIONAL
la,HEX,NUM,nummod,NUM,nummod,9,PROVISIONAL
la,HEX,NUM,obj,NUM,obj,1,PROVISIONAL
la,HEX,PART,advmod:emph,PART,advmod,10,PROVISIONAL
la,HEX,PART,advmod:neg,PART,advmod,22,PROVISIONAL
la,HEX,PART,discourse,PART,discourse,6,PROVISIONAL
la,HEX,PRON,acl:relcl,PRON,acl,1,PROVISIONAL
la,HEX,PRON,ccomp,PRON,ccomp,1,PROVISIONAL
la,HEX,PRON,nmod,PRON,nmod,2,PROVISIONAL
la,HEX,PRON,nsubj,PRON,nsubj,24,PROVISIONAL
la,HEX,PRON,nsubj:pass,PRON,nsubj,4,PROVISIONAL
la,HEX,PRON,obj,PRON,obj,33,PROVISIONAL
la,HEX,PRON,obl,PRON,obl,19,PROVISIONAL
la,HEX,PRON,obl:arg,PRON,obl,11,PROVISIONAL
la,HEX,PRON,root,PRON,root,1,PROVISIONAL
la,HEX,PROPN,advcl:pred,NOUN,advcl,1,PROVISIONAL
la,HEX,PROPN,ccomp,NOUN,ccomp,1,PROVISIONAL
la,HEX,PROPN,conj,NOUN,conj,8,PROVISIONAL
la,HEX,PROPN,conj:expl,NOUN,conj,1,PROVISIONAL
la,HEX,PROPN,flat,NOUN,flat,1,PROVISIONAL
la,HEX,PROPN,flat:name,NOUN,flat,1,PROVISIONAL
la,HEX,PROPN,nmod,NOUN,nmod,15,PROVISIONAL
la,HEX,PROPN,nsubj,NOUN,nsubj,33,PROVISIONAL
la,HEX,PROPN,nsubj:pass,NOUN,nsubj,2,PROVISIONAL
la,HEX,PROPN,obj,NOUN,obj,17,PROVISIONAL
la,HEX,PROPN,obl,NOUN,obl,7,PROVISIONAL
la,HEX,PROPN,obl:arg,NOUN,obl,2,PROVISIONAL
la,HEX,PROPN,orphan,NOUN,orphan,1,PROVISIONAL
la,HEX,PROPN,vocative,NOUN,vocative,4,PROVISIONAL
la,HEX,PROPN,xcomp,NOUN,xcomp,2,PROVISIONAL
la,HEX,PUNCT,punct,PUNCT,punct,556,PROVISIONAL
la,HEX,SCONJ,cc,SCONJ,cc,3,PROVISIONAL
la,HEX,SCONJ,mark,SCONJ,mark,48,PROVISIONAL
la,HEX,VERB,acl,VERB,acl,15,PROVISIONAL
la,HEX,VERB,acl:relcl,VERB,acl,21,PROVISIONAL
la,HEX,VERB,advcl,VERB,advcl,79,PROVISIONAL
la,HEX,VERB,advcl:abs,VERB,advcl,20,PROVISIONAL
la,HEX,VERB,advcl:pred,VERB,advcl,2,PROVISIONAL
la,HEX,VERB,amod,VERB,amod,29,PROVISIONAL
la,HEX,VERB,ccomp,VERB,ccomp,25,PROVISIONAL
la,HEX,VERB,ccomp:reported,VERB,ccomp,1,PROVISIONAL
la,HEX,VERB,conj,VERB,conj,162,PROVISIONAL
la,HEX,VERB,conj:expl,VERB,conj,1,PROVISIONAL
la,HEX,VERB,csubj,VERB,csubj,12,PROVISIONAL
la,HEX,VERB,nmod,VERB,nmod,49,PROVISIONAL
la,HEX,VERB,nsubj,VERB,nsubj,1,PROVISIONAL
la,HEX,VERB,obj,VERB,obj,2,PROVISIONAL
la,HEX,VERB,obl,VERB,obl,3,PROVISIONAL
la,HEX,VERB,orphan,VERB,orphan,1,PROVISIONAL
la,HEX,VERB,parataxis,VERB,parataxis,4,PROVISIONAL
la,HEX,VERB,root,VERB,root,227,PROVISIONAL
la,HEX,VERB,xcomp,VERB,xcomp,53,PROVISIONAL
la,HEX,X,cc,X,cc,1,PROVISIONAL
la,OTHER_VERSE,ADJ,acl:relcl,ADJ,acl,1,PROVISIONAL
la,OTHER_VERSE,ADJ,advcl,ADJ,advcl,9,PROVISIONAL
la,OTHER_VERSE,ADJ,advcl:cmp,ADJ,advcl,1,PROVISIONAL
la,OTHER_VERSE,ADJ,advcl:pred,ADJ,advcl,1,PROVISIONAL
la,OTHER_VERSE,ADJ,advmod,ADJ,advmod,3,PROVISIONAL
la,OTHER_VERSE,ADJ,amod,ADJ,amod,348,PROVISIONAL
la,OTHER_VERSE,ADJ,ccomp,ADJ,ccomp,4,PROVISIONAL
la,OTHER_VERSE,ADJ,conj,ADJ,conj,11,PROVISIONAL
la,OTHER_VERSE,ADJ,nmod,ADJ,nmod,11,PROVISIONAL
la,OTHER_VERSE,ADJ,nsubj,ADJ,nsubj,28,PROVISIONAL
la,OTHER_VERSE,ADJ,nsubj:pass,ADJ,nsubj,3,PROVISIONAL
la,OTHER_VERSE,ADJ,obj,ADJ,obj,56,PROVISIONAL
la,OTHER_VERSE,ADJ,obl,ADJ,obl,17,PROVISIONAL
la,OTHER_VERSE,ADJ,obl:arg,ADJ,obl,2,PROVISIONAL
la,OTHER_VERSE,ADJ,root,ADJ,root,32,PROVISIONAL
la,OTHER_VERSE,ADJ,vocative,ADJ,vocative,11,PROVISIONAL
la,OTHER_VERSE,ADJ,xcomp,ADJ,xcomp,59,PROVISIONAL
la,OTHER_VERSE,ADP,case,ADP,case,163,PROVISIONAL
la,OTHER_VERSE,ADP,mark,ADP,mark,2,PROVISIONAL
la,OTHER_VERSE,ADV,advcl,ADV,advcl,1,PROVISIONAL
la,OTHER_VERSE,ADV,advcl:cmp,ADV,advcl,1,PROVISIONAL
la,OTHER_VERSE,ADV,advmod,ADV,advmod,342,PROVISIONAL
la,OTHER_VERSE,ADV,advmod:emph,ADV,advmod,9,PROVISIONAL
la,OTHER_VERSE,ADV,advmod:lmod,ADV,advmod,10,PROVISIONAL
la,OTHER_VERSE,ADV,advmod:tmod,ADV,advmod,58,PROVISIONAL
la,OTHER_VERSE,ADV,case,ADV,case,1,PROVISIONAL
la,OTHER_VERSE,ADV,cc,ADV,cc,3,PROVISIONAL
la,OTHER_VERSE,ADV,discourse,ADV,discourse,9,PROVISIONAL
la,OTHER_VERSE,ADV,mark,ADV,mark,11,PROVISIONAL
la,OTHER_VERSE,ADV,nmod,ADV,nmod,1,PROVISIONAL
la,OTHER_VERSE,ADV,obj,ADV,obj,4,PROVISIONAL
la,OTHER_VERSE,ADV,orphan,ADV,orphan,1,PROVISIONAL
la,OTHER_VERSE,AUX,aux:pass,AUX,aux,2,PROVISIONAL
la,OTHER_VERSE,AUX,cop,AUX,cop,109,PROVISIONAL
la,OTHER_VERSE,CCONJ,advmod:emph,CCONJ,advmod,12,PROVISIONAL
la,OTHER_VERSE,CCONJ,cc,CCONJ,cc,220,PROVISIONAL
la,OTHER_VERSE,DET,advcl,DET,advcl,1,PROVISIONAL
la,OTHER_VERSE,DET,amod,DET,amod,2,PROVISIONAL
la,OTHER_VERSE,DET,ccomp,DET,ccomp,2,PROVISIONAL
la,OTHER_VERSE,DET,conj,DET,conj,2,PROVISIONAL
la,OTHER_VERSE,DET,det,DET,det,250,PROVISIONAL
la,OTHER_VERSE,DET,det:numgov,DET,det,1,PROVISIONAL
la,OTHER_VERSE,DET,nmod,DET,nmod,14,PROVISIONAL
la,OTHER_VERSE,DET,nsubj,DET,nsubj,75,PROVISIONAL
la,OTHER_VERSE,DET,nsubj:pass,DET,nsubj,5,PROVISIONAL
la,OTHER_VERSE,DET,obj,DET,obj,49,PROVISIONAL
la,OTHER_VERSE,DET,obl,DET,obl,19,PROVISIONAL
la,OTHER_VERSE,DET,obl:arg,DET,obl,12,PROVISIONAL
la,OTHER_VERSE,DET,root,DET,root,8,PROVISIONAL
la,OTHER_VERSE,DET,xcomp,DET,xcomp,5,PROVISIONAL
la,OTHER_VERSE,INTJ,discourse,INTJ,discourse,14,PROVISIONAL
la,OTHER_VERSE,NOUN,acl,NOUN,acl,1,PROVISIONAL
la,OTHER_VERSE,NOUN,advcl,NOUN,advcl,3,PROVISIONAL
la,OTHER_VERSE,NOUN,appos,NOUN,appos,3,PROVISIONAL
la,OTHER_VERSE,NOUN,ccomp,NOUN,ccomp,1,PROVISIONAL
la,OTHER_VERSE,NOUN,conj,NOUN,conj,32,PROVISIONAL
la,OTHER_VERSE,NOUN,iobj,NOUN,iobj,1,PROVISIONAL
la,OTHER_VERSE,NOUN,nmod,NOUN,nmod,116,PROVISIONAL
la,OTHER_VERSE,NOUN,nsubj,NOUN,nsubj,294,PROVISIONAL
la,OTHER_VERSE,NOUN,nsubj:pass,NOUN,nsubj,58,PROVISIONAL
la,OTHER_VERSE,NOUN,obj,NOUN,obj,448,PROVISIONAL
la,OTHER_VERSE,NOUN,obl,NOUN,obl,360,PROVISIONAL
la,OTHER_VERSE,NOUN,obl:arg,NOUN,obl,47,PROVISIONAL
la,OTHER_VERSE,NOUN,root,NOUN,root,8,PROVISIONAL
la,OTHER_VERSE,NOUN,vocative,NOUN,vocative,14,PROVISIONAL
la,OTHER_VERSE,NOUN,xcomp,NOUN,xcomp,14,PROVISIONAL
la,OTHER_VERSE,NUM,nsubj,NUM,nsubj,3,PROVISIONAL
la,OTHER_VERSE,NUM,nummod,NUM,nummod,6,PROVISIONAL
la,OTHER_VERSE,NUM,obj,NUM,obj,1,PROVISIONAL
la,OTHER_VERSE,NUM,obl,NUM,obl,1,PROVISIONAL
la,OTHER_VERSE,NUM,xcomp,NUM,xcomp,1,PROVISIONAL
la,OTHER_VERSE,PART,advmod:emph,PART,advmod,15,PROVISIONAL
la,OTHER_VERSE,PART,advmod:neg,PART,advmod,83,PROVISIONAL
la,OTHER_VERSE,PART,discourse,PART,discourse,23,PROVISIONAL
la,OTHER_VERSE,PRON,advcl,PRON,advcl,1,PROVISIONAL
la,OTHER_VERSE,PRON,advcl:pred,PRON,advcl,2,PROVISIONAL
la,OTHER_VERSE,PRON,conj,PRON,conj,5,PROVISIONAL
la,OTHER_VERSE,PRON,det,PRON,det,3,PROVISIONAL
la,OTHER_VERSE,PRON,nmod,PRON,nmod,12,PROVISIONAL
la,OTHER_VERSE,PRON,nsubj,PRON,nsubj,133,PROVISIONAL
la,OTHER_VERSE,PRON,nsubj:outer,PRON,nsubj,1,PROVISIONAL
la,OTHER_VERSE,PRON,nsubj:pass,PRON,nsubj,13,PROVISIONAL
la,OTHER_VERSE,PRON,obj,PRON,obj,110,PROVISIONAL
la,OTHER_VERSE,PRON,obl,PRON,obl,55,PROVISIONAL
la,OTHER_VERSE,PRON,obl:arg,PRON,obl,42,PROVISIONAL
la,OTHER_VERSE,PRON,root,PRON,root,2,PROVISIONAL
la,OTHER_VERSE,PRON,vocative,PRON,vocative,1,PROVISIONAL
la,OTHER_VERSE,PROPN,flat:name,NOUN,flat,1,PROVISIONAL
la,OTHER_VERSE,PROPN,nmod,NOUN,nmod,16,PROVISIONAL
la,OTHER_VERSE,PROPN,nsubj,NOUN,nsubj,31,PROVISIONAL
la,OTHER_VERSE,PROPN,nsubj:pass,NOUN,nsubj,2,PROVISIONAL
la,OTHER_VERSE,PROPN,obj,NOUN,obj,7,PROVISIONAL
la,OTHER_VERSE,PROPN,obl,NOUN,obl,16,PROVISIONAL
la,OTHER_VERSE,PROPN,obl:arg,NOUN,obl,2,PROVISIONAL
la,OTHER_VERSE,PROPN,vocative,NOUN,vocative,20,PROVISIONAL
la,OTHER_VERSE,PUNCT,punct,PUNCT,punct,1124,PROVISIONAL
la,OTHER_VERSE,SCONJ,cc,SCONJ,cc,2,PROVISIONAL
la,OTHER_VERSE,SCONJ,mark,SCONJ,mark,190,PROVISIONAL
la,OTHER_VERSE,SCONJ,obj,SCONJ,obj,1,PROVISIONAL
la,OTHER_VERSE,VERB,acl,VERB,acl,9,PROVISIONAL
la,OTHER_VERSE,VERB,acl:relcl,VERB,acl,51,PROVISIONAL
la,OTHER_VERSE,VERB,advcl,VERB,advcl,275,PROVISIONAL
la,OTHER_VERSE,VERB,advcl:abs,VERB,advcl,35,PROVISIONAL
la,OTHER_VERSE,VERB,advcl:cmp,VERB,advcl,6,PROVISIONAL
la,OTHER_VERSE,VERB,amod,VERB,amod,41,PROVISIONAL
la,OTHER_VERSE,VERB,ccomp,VERB,ccomp,99,PROVISIONAL
la,OTHER_VERSE,VERB,conj,VERB,conj,175,PROVISIONAL
la,OTHER_VERSE,VERB,csubj,VERB,csubj,39,PROVISIONAL
la,OTHER_VERSE,VERB,nmod,VERB,nmod,86,PROVISIONAL
la,OTHER_VERSE,VERB,nsubj,VERB,nsubj,2,PROVISIONAL
la,OTHER_VERSE,VERB,obl,VERB,obl,11,PROVISIONAL
la,OTHER_VERSE,VERB,obl:arg,VERB,obl,1,PROVISIONAL
la,OTHER_VERSE,VERB,parataxis,VERB,parataxis,33,PROVISIONAL
la,OTHER_VERSE,VERB,root,VERB,root,563,PROVISIONAL
la,OTHER_VERSE,VERB,xcomp,VERB,xcomp,153,PROVISIONAL
la,PROSE_CLASS,ADJ,acl:relcl,ADJ,acl,1,PROVISIONAL
la,PROSE_CLASS,ADJ,advcl,ADJ,advcl,8,PROVISIONAL
la,PROSE_CLASS,ADJ,advcl:cmp,ADJ,advcl,1,PROVISIONAL
la,PROSE_CLASS,ADJ,advmod,ADJ,advmod,3,PROVISIONAL
la,PROSE_CLASS,ADJ,amod,ADJ,amod,344,PROVISIONAL
la,PROSE_CLASS,ADJ,ccomp,ADJ,ccomp,2,PROVISIONAL
la,PROSE_CLASS,ADJ,conj,ADJ,conj,46,PROVISIONAL
la,PROSE_CLASS,ADJ,nmod,ADJ,nmod,10,PROVISIONAL
la,PROSE_CLASS,ADJ,nsubj,ADJ,nsubj,16,PROVISIONAL
la,PROSE_CLASS,ADJ,nsubj:pass,ADJ,nsubj,2,PROVISIONAL
la,PROSE_CLASS,ADJ,obj,ADJ,obj,14,PROVISIONAL
la,PROSE_CLASS,ADJ,obl,ADJ,obl,25,PROVISIONAL
la,PROSE_CLASS,ADJ,obl:arg,ADJ,obl,2,PROVISIONAL
la,PROSE_CLASS,ADJ,root,ADJ,root,21,PROVISIONAL
la,PROSE_CLASS,ADJ,xcomp,ADJ,xcomp,23,PROVISIONAL
la,PROSE_CLASS,ADP,case,ADP,case,450,PROVISIONAL
la,PROSE_CLASS,ADP,mark,ADP,mark,4,PROVISIONAL
la,PROSE_CLASS,ADV,advmod,ADV,advmod,389,PROVISIONAL
la,PROSE_CLASS,ADV,advmod:emph,ADV,advmod,17,PROVISIONAL
la,PROSE_CLASS,ADV,advmod:lmod,ADV,advmod,14,PROVISIONAL
la,PROSE_CLASS,ADV,advmod:tmod,ADV,advmod,77,PROVISIONAL
la,PROSE_CLASS,ADV,cc,ADV,cc,2,PROVISIONAL
la,PROSE_CLASS,ADV,conj,ADV,conj,7,PROVISIONAL
la,PROSE_CLASS,ADV,discourse,ADV,discourse,6,PROVISIONAL
la,PROSE_CLASS,ADV,mark,ADV,mark,9,PROVISIONAL
la,PROSE_CLASS,ADV,nmod,ADV,nmod,6,PROVISIONAL
la,PROSE_CLASS,ADV,obj,ADV,obj,3,PROVISIONAL
la,PROSE_CLASS,AUX,aux,AUX,aux,3,PROVISIONAL
la,PROSE_CLASS,AUX,aux:pass,AUX,aux,11,PROVISIONAL
la,PROSE_CLASS,AUX,cop,AUX,cop,78,PROVISIONAL
la,PROSE_CLASS,CCONJ,advmod:emph,CCONJ,advmod,3,PROVISIONAL
la,PROSE_CLASS,CCONJ,cc,CCONJ,cc,387,PROVISIONAL
la,PROSE_CLASS,CCONJ,conj,CCONJ,conj,1,PROVISIONAL
la,PROSE_CLASS,DET,advcl,DET,advcl,1,PROVISIONAL
la,PROSE_CLASS,DET,amod,DET,amod,4,PROVISIONAL
la,PROSE_CLASS,DET,conj,DET,conj,11,PROVISIONAL
la,PROSE_CLASS,DET,det,DET,det,334,PROVISIONAL
la,PROSE_CLASS,DET,nmod,DET,nmod,26,PROVISIONAL
la,PROSE_CLASS,DET,nsubj,DET,nsubj,71,PROVISIONAL
la,PROSE_CLASS,DET,nsubj:pass,DET,nsubj,14,PROVISIONAL
la,PROSE_CLASS,DET,obj,DET,obj,54,PROVISIONAL
la,PROSE_CLASS,DET,obl,DET,obl,26,PROVISIONAL
la,PROSE_CLASS,DET,obl:arg,DET,obl,8,PROVISIONAL
la,PROSE_CLASS,DET,root,DET,root,3,PROVISIONAL
la,PROSE_CLASS,DET,xcomp,DET,xcomp,1,PROVISIONAL
la,PROSE_CLASS,INTJ,discourse,INTJ,discourse,3,PROVISIONAL
la,PROSE_CLASS,NOUN,acl:relcl,NOUN,acl,5,PROVISIONAL
la,PROSE_CLASS,NOUN,advcl,NOUN,advcl,3,PROVISIONAL
la,PROSE_CLASS,NOUN,advcl:cmp,NOUN,advcl,5,PROVISIONAL
la,PROSE_CLASS,NOUN,advcl:pred,NOUN,advcl,4,PROVISIONAL
la,PROSE_CLASS,NOUN,amod,NOUN,amod,1,PROVISIONAL
la,PROSE_CLASS,NOUN,appos,NOUN,appos,15,PROVISIONAL
la,PROSE_CLASS,NOUN,conj,NOUN,conj,212,PROVISIONAL
la,PROSE_CLASS,NOUN,conj:expl,NOUN,conj,1,PROVISIONAL
la,PROSE_CLASS,NOUN,iobj,NOUN,iobj,1,PROVISIONAL
la,PROSE_CLASS,NOUN,nmod,NOUN,nmod,219,PROVISIONAL
la,PROSE_CLASS,NOUN,nsubj,NOUN,nsubj,195,PROVISIONAL
la,PROSE_CLASS,NOUN,nsubj:pass,NOUN,nsubj,98,PROVISIONAL
la,PROSE_CLASS,NOUN,obj,NOUN,obj,373,PROVISIONAL
la,PROSE_CLASS,NOUN,obl,NOUN,obl,514,PROVISIONAL
la,PROSE_CLASS,NOUN,obl:arg,NOUN,obl,39,PROVISIONAL
la,PROSE_CLASS,NOUN,root,NOUN,root,14,PROVISIONAL
la,PROSE_CLASS,NOUN,vocative,NOUN,vocative,7,PROVISIONAL
