variant,level,unit,raw,sentences,kept,eligible,retention,eligible_fraction,empty,without_target,length_counts
upos_only,document,tlg0008.tlg001.perseus-grc1.tb.xml,26245,1630,23133,16691,0.8814250333396837,0.721523364889984,0,95,"{""1"": 6, ""10"": 87, ""11"": 107, ""12"": 90, ""13"": 83, ""14"": 69, ""15"": 71, ""16"": 66, ""17"": 64, ""18"": 44, ""19"": 44, ""2"": 15, ""20"": 41, ""21"": 37, ""22"": 37, ""23"": 28, ""24"": 25, ""25"": 18, ""26"": 20, ""27"": 15, ""28"": 15, ""29"": 15, ""3"": 30, ""30"": 12, ""31"": 15, ""32"": 10, ""33"": 9, ""34"": 7, ""35"": 5, ""36"": 5, ""37"": 3, ""38"": 5, ""39"": 6, ""4"": 44, ""40"": 1, ""41"": 2, ""42"": 3, ""43"": 7, ""44"": 3, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""5"": 80, ""50"": 1, ""52"": 1, ""56"": 1, ""6"": 83, ""7"": 93, ""70"": 1, ""8"": 99, ""9"": 103}"
upos_only,document,tlg0011.tlg001.perseus-grc2.tb.xml,5229,431,4224,2610,0.8078026391279404,0.6178977272727273,0,91,"{""1"": 7, ""10"": 32, ""11"": 23, ""12"": 24, ""13"": 21, ""14"": 17, ""15"": 9, ""16"": 7, ""17"": 7, ""18"": 4, ""19"": 4, ""2"": 29, ""20"": 3, ""21"": 4, ""22"": 3, ""23"": 3, ""24"": 4, ""25"": 2, ""26"": 2, ""27"": 1, ""28"": 4, ""3"": 31, ""30"": 2, ""32"": 3, ""34"": 1, ""35"": 1, ""38"": 1, ""4"": 24, ""42"": 1, ""44"": 1, ""46"": 1, ""5"": 32, ""6"": 38, ""7"": 28, ""8"": 24, ""9"": 33}"
upos_only,document,tlg0011.tlg002.perseus-grc2.tb.xml,4299,391,3573,2076,0.8311235170969993,0.581024349286314,0,68,"{""1"": 9, ""10"": 21, ""11"": 14, ""12"": 19, ""13"": 17, ""14"": 8, ""15"": 9, ""16"": 5, ""17"": 10, ""18"": 6, ""19"": 4, ""2"": 13, ""20"": 4, ""21"": 4, ""22"": 5, ""23"": 6, ""24"": 2, ""25"": 3, ""26"": 1, ""28"": 1, ""29"": 1, ""3"": 14, ""35"": 1, ""4"": 32, ""5"": 38, ""6"": 54, ""7"": 33, ""8"": 37, ""9"": 20}"
upos_only,document,tlg0011.tlg003.perseus-grc1.tb.xml,5319,490,4364,2503,0.8204549727392367,0.5735563703024747,0,91,"{""1"": 6, ""10"": 27, ""11"": 28, ""12"": 29, ""13"": 28, ""14"": 10, ""15"": 5, ""16"": 9, ""17"": 6, ""18"": 6, ""19"": 6, ""2"": 25, ""20"": 1, ""21"": 5, ""22"": 3, ""23"": 2, ""24"": 3, ""25"": 4, ""26"": 2, ""27"": 1, ""28"": 1, ""3"": 31, ""30"": 2, ""31"": 1, ""33"": 2, ""4"": 29, ""5"": 48, ""6"": 59, ""7"": 57, ""8"": 26, ""9"": 28}"
upos_only,document,tlg0011.tlg004.perseus-grc1.tb.xml,5600,520,4571,2610,0.81625,0.5709910304091008,0,106,"{""1"": 14, ""10"": 20, ""11"": 19, ""12"": 21, ""13"": 27, ""14"": 22, ""15"": 20, ""16"": 3, ""17"": 10, ""18"": 6, ""19"": 2, ""2"": 22, ""20"": 5, ""21"": 1, ""22"": 7, ""23"": 3, ""24"": 1, ""25"": 3, ""26"": 2, ""28"": 1, ""3"": 33, ""30"": 3, ""37"": 1, ""39"": 1, ""4"": 37, ""5"": 57, ""6"": 53, ""7"": 54, ""8"": 36, ""9"": 36}"
upos_only,document,tlg0011.tlg005.perseus-grc2.tb.xml,5239,528,4259,2331,0.8129414010307311,0.5473115754872035,0,149,"{""1"": 23, ""10"": 17, ""11"": 23, ""12"": 22, ""13"": 20, ""14"": 15, ""15"": 14, ""16"": 9, ""17"": 8, ""18"": 6, ""19"": 4, ""2"": 38, ""20"": 2, ""21"": 3, ""22"": 2, ""23"": 1, ""24"": 2, ""25"": 2, ""26"": 1, ""27"": 3, ""3"": 39, ""32"": 1, ""4"": 49, ""41"": 1, ""42"": 1, ""5"": 47, ""6"": 48, ""7"": 49, ""8"": 42, ""9"": 36}"
upos_only,document,tlg0012.tlg001.perseus-grc1.tb.xml,79890,6003,69327,45515,0.8677806984603831,0.656526317307831,0,334,"{""1"": 15, ""10"": 289, ""11"": 316, ""12"": 323, ""13"": 349, ""14"": 325, ""15"": 287, ""16"": 183, ""17"": 148, ""18"": 115, ""19"": 121, ""2"": 33, ""20"": 96, ""21"": 97, ""22"": 84, ""23"": 74, ""24"": 38, ""25"": 36, ""26"": 39, ""27"": 22, ""28"": 29, ""29"": 35, ""3"": 89, ""30"": 18, ""31"": 20, ""32"": 12, ""33"": 10, ""34"": 8, ""35"": 11, ""36"": 10, ""37"": 4, ""38"": 6, ""39"": 4, ""4"": 197, ""40"": 2, ""41"": 4, ""43"": 2, ""45"": 1, ""46"": 1, ""48"": 2, ""49"": 2, ""5"": 361, ""50"": 1, ""58"": 1, ""6"": 563, ""7"": 684, ""8"": 551, ""9"": 385}"
upos_only,document,tlg0013.tlg002.perseus-grc1.tb.xml,2061,166,1761,1119,0.8544395924308588,0.6354344122657581,0,27,"{""10"": 17, ""11"": 12, ""12"": 2, ""13"": 3, ""14"": 3, ""15"": 4, ""16"": 4, ""17"": 4, ""18"": 1, ""19"": 3, ""2"": 9, ""20"": 2, ""21"": 6, ""22"": 3, ""23"": 1, ""24"": 1, ""25"": 3, ""3"": 4, ""30"": 1, ""34"": 1, ""35"": 2, ""37"": 1, ""4"": 14, ""5"": 20, ""57"": 1, ""6"": 14, ""7"": 10, ""8"": 15, ""9"": 5}"
upos_only,document,tlg0016.tlg001.perseus-grc1.1.tb.xml,19575,1092,17301,12946,0.8838314176245211,0.7482804462169816,0,32,"{""10"": 54, ""11"": 52, ""12"": 57, ""13"": 50, ""14"": 59, ""15"": 52, ""16"": 50, ""17"": 39, ""18"": 38, ""19"": 31, ""2"": 1, ""20"": 38, ""21"": 36, ""22"": 30, ""23"": 32, ""24"": 25, ""25"": 25, ""26"": 21, ""27"": 17, ""28"": 13, ""29"": 18, ""3"": 11, ""30"": 7, ""31"": 8, ""32"": 4, ""33"": 8, ""34"": 6, ""35"": 7, ""36"": 5, ""37"": 4, ""38"": 4, ""39"": 4, ""4"": 20, ""40"": 3, ""41"": 2, ""42"": 3, ""43"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""5"": 37, ""53"": 2, ""6"": 51, ""7"": 50, ""8"": 52, ""9"": 62}"
upos_only,document,tlg0020.tlg001.perseus-grc1.tb.xml,4610,273,4023,2945,0.8726681127982646,0.7320407655978126,0,13,"{""10"": 11, ""11"": 17, ""118"": 1, ""12"": 16, ""13"": 16, ""14"": 16, ""15"": 10, ""152"": 1, ""16"": 9, ""17"": 11, ""18"": 10, ""19"": 8, ""2"": 4, ""20"": 4, ""21"": 4, ""22"": 9, ""23"": 2, ""24"": 3, ""25"": 4, ""26"": 3, ""27"": 7, ""28"": 2, ""29"": 4, ""3"": 6, ""30"": 1, ""32"": 1, ""33"": 1, ""36"": 1, ""37"": 2, ""4"": 3, ""40"": 1, ""41"": 1, ""42"": 1, ""5"": 15, ""6"": 20, ""62"": 1, ""7"": 13, ""8"": 20, ""9"": 14}"
upos_only,document,tlg0020.tlg002.perseus-grc1.tb.xml,3725,283,3189,2077,0.8561073825503356,0.6513013483850737,0,23,"{""10"": 14, ""11"": 6, ""12"": 16, ""13"": 18, ""14"": 12, ""15"": 11, ""16"": 13, ""17"": 6, ""18"": 7, ""19"": 2, ""2"": 7, ""20"": 4, ""21"": 8, ""22"": 4, ""23"": 2, ""24"": 7, ""26"": 3, ""27"": 2, ""29"": 3, ""3"": 6, ""30"": 1, ""31"": 1, ""33"": 1, ""4"": 10, ""5"": 21, ""6"": 35, ""7"": 20, ""8"": 27, ""9"": 16}"
upos_only,document,tlg0020.tlg003.perseus-grc1.tb.xml,2403,182,2070,1353,0.8614232209737828,0.6536231884057971,0,14,"{""10"": 10, ""11"": 8, ""12"": 11, ""13"": 9, ""14"": 11, ""15"": 4, ""16"": 4, ""17"": 5, ""18"": 7, ""19"": 1, ""2"": 4, ""20"": 6, ""21"": 1, ""22"": 4, ""23"": 2, ""24"": 1, ""25"": 1, ""28"": 2, ""29"": 2, ""3"": 3, ""30"": 1, ""31"": 1, ""33"": 1, ""37"": 1, ""4"": 7, ""5"": 16, ""6"": 15, ""7"": 18, ""8"": 19, ""9"": 7}"
upos_only,document,tlg0060.tlg001.perseus-grc3.11.tb.xml,16882,733,15266,12334,0.9042767444615567,0.8079392113192716,0,4,"{""10"": 15, ""11"": 17, ""12"": 24, ""13"": 42, ""14"": 43, ""15"": 38, ""16"": 48, ""17"": 41, ""18"": 28, ""19"": 33, ""20"": 37, ""21"": 37, ""22"": 39, ""23"": 20, ""24"": 27, ""25"": 23, ""26"": 25, ""27"": 20, ""28"": 11, ""29"": 15, ""30"": 14, ""31"": 15, ""32"": 9, ""33"": 7, ""34"": 6, ""35"": 6, ""36"": 8, ""37"": 9, ""38"": 4, ""39"": 6, ""4"": 4, ""40"": 2, ""41"": 1, ""42"": 3, ""43"": 3, ""44"": 2, ""45"": 2, ""46"": 2, ""47"": 3, ""49"": 2, ""5"": 2, ""50"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""6"": 4, ""61"": 1, ""7"": 4, ""8"": 17, ""9"": 9}"
upos_only,document,tlg0085.tlg001.perseus-grc2.tb.xml,1529,166,1284,639,0.8397645519947678,0.4976635514018692,0,28,"{""1"": 1, ""10"": 5, ""11"": 8, ""12"": 5, ""13"": 5, ""14"": 2, ""15"": 2, ""16"": 1, ""17"": 6, ""18"": 1, ""19"": 2, ""2"": 4, ""24"": 1, ""25"": 1, ""3"": 8, ""4"": 15, ""5"": 22, ""6"": 36, ""7"": 19, ""8"": 10, ""9"": 12}"
ud23,block,ATHENAEUS,26245,1630,23133,16691,0.8814250333396837,0.721523364889984,0,95,"{""1"": 6, ""10"": 87, ""11"": 107, ""12"": 90, ""13"": 83, ""14"": 69, ""15"": 71, ""16"": 66, ""17"": 64, ""18"": 44, ""19"": 44, ""2"": 15, ""20"": 41, ""21"": 37, ""22"": 37, ""23"": 28, ""24"": 25, ""25"": 18, ""26"": 20, ""27"": 15, ""28"": 15, ""29"": 15, ""3"": 30, ""30"": 12, ""31"": 15, ""32"": 10, ""33"": 9, ""34"": 7, ""35"": 5, ""36"": 5, ""37"": 3, ""38"": 5, ""39"": 6, ""4"": 44, ""40"": 1, ""41"": 2, ""42"": 3, ""43"": 7, ""44"": 3, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""5"": 80, ""50"": 1, ""52"": 1, ""56"": 1, ""6"": 83, ""7"": 93, ""70"": 1, ""8"": 99, ""9"": 103}"
ud23,block,DIODORUS,16882,733,15266,12334,0.9042767444615567,0.8079392113192716,0,4,"{""10"": 15, ""11"": 17, ""12"": 24, ""13"": 42, ""14"": 43, ""15"": 38, ""16"": 48, ""17"": 41, ""18"": 28, ""19"": 33, ""20"": 37, ""21"": 37, ""22"": 39, ""23"": 20, ""24"": 27, ""25"": 23, ""26"": 25, ""27"": 20, ""28"": 11, ""29"": 15, ""30"": 14, ""31"": 15, ""32"": 9, ""33"": 7, ""34"": 6, ""35"": 6, ""36"": 8, ""37"": 9, ""38"": 4, ""39"": 6, ""4"": 4, ""40"": 2, ""41"": 1, ""42"": 3, ""43"": 3, ""44"": 2, ""45"": 2, ""46"": 2, ""47"": 3, ""49"": 2, ""5"": 2, ""50"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""6"": 4, ""61"": 1, ""7"": 4, ""8"": 17, ""9"": 9}"
ud23,block,HERODOTUS,19575,1092,17301,12946,0.8838314176245211,0.7482804462169816,0,32,"{""10"": 54, ""11"": 52, ""12"": 57, ""13"": 50, ""14"": 59, ""15"": 52, ""16"": 50, ""17"": 39, ""18"": 38, ""19"": 31, ""2"": 1, ""20"": 38, ""21"": 36, ""22"": 30, ""23"": 32, ""24"": 25, ""25"": 25, ""26"": 21, ""27"": 17, ""28"": 13, ""29"": 18, ""3"": 11, ""30"": 7, ""31"": 8, ""32"": 4, ""33"": 8, ""34"": 6, ""35"": 7, ""36"": 5, ""37"": 4, ""38"": 4, ""39"": 4, ""4"": 20, ""40"": 3, ""41"": 2, ""42"": 3, ""43"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""5"": 37, ""53"": 2, ""6"": 51, ""7"": 50, ""8"": 52, ""9"": 62}"
ud23,block,HESIODIC_TRADITION,10738,738,9282,6375,0.864406779661017,0.6868131868131868,0,50,"{""10"": 35, ""11"": 31, ""118"": 1, ""12"": 43, ""13"": 43, ""14"": 39, ""15"": 25, ""152"": 1, ""16"": 26, ""17"": 22, ""18"": 24, ""19"": 11, ""2"": 15, ""20"": 14, ""21"": 13, ""22"": 17, ""23"": 6, ""24"": 11, ""25"": 5, ""26"": 6, ""27"": 9, ""28"": 4, ""29"": 9, ""3"": 15, ""30"": 3, ""31"": 2, ""32"": 1, ""33"": 3, ""36"": 1, ""37"": 3, ""4"": 20, ""40"": 1, ""41"": 1, ""42"": 1, ""5"": 52, ""6"": 70, ""62"": 1, ""7"": 51, ""8"": 66, ""9"": 37}"
ud23,block,HOMERIC_TRADITION,81951,6169,71088,46634,0.8674451806567339,0.6560038262435292,0,361,"{""1"": 15, ""10"": 306, ""11"": 328, ""12"": 325, ""13"": 352, ""14"": 328, ""15"": 291, ""16"": 187, ""17"": 152, ""18"": 116, ""19"": 124, ""2"": 42, ""20"": 98, ""21"": 103, ""22"": 87, ""23"": 75, ""24"": 39, ""25"": 39, ""26"": 39, ""27"": 22, ""28"": 29, ""29"": 35, ""3"": 93, ""30"": 19, ""31"": 20, ""32"": 12, ""33"": 10, ""34"": 9, ""35"": 13, ""36"": 10, ""37"": 5, ""38"": 6, ""39"": 4, ""4"": 211, ""40"": 2, ""41"": 4, ""43"": 2, ""45"": 1, ""46"": 1, ""48"": 2, ""49"": 2, ""5"": 381, ""50"": 1, ""57"": 1, ""58"": 1, ""6"": 577, ""7"": 694, ""8"": 566, ""9"": 390}"
ud23,block,PLUTARCH,9987,499,8884,6901,0.8895564233503555,0.7767897343538946,0,18,"{""1"": 1, ""10"": 18, ""11"": 24, ""12"": 25, ""13"": 17, ""14"": 18, ""15"": 22, ""16"": 31, ""17"": 21, ""18"": 14, ""19"": 16, ""2"": 2, ""20"": 12, ""21"": 17, ""22"": 17, ""23"": 14, ""24"": 8, ""25"": 20, ""26"": 11, ""27"": 9, ""28"": 5, ""29"": 3, ""3"": 6, ""30"": 8, ""31"": 6, ""32"": 9, ""33"": 5, ""34"": 2, ""35"": 7, ""37"": 4, ""38"": 5, ""4"": 9, ""40"": 2, ""42"": 1, ""44"": 4, ""45"": 1, ""46"": 2, ""47"": 5, ""49"": 2, ""5"": 9, ""50"": 1, ""6"": 19, ""7"": 19, ""8"": 20, ""85"": 1, ""9"": 27}"
ud23,block,THUCYDIDES,10396,532,9346,7227,0.8989996152366295,0.7732719880162636,0,9,"{""10"": 24, ""104"": 1, ""11"": 30, ""12"": 35, ""13"": 17, ""14"": 27, ""15"": 33, ""16"": 26, ""17"": 28, ""18"": 22, ""19"": 19, ""2"": 3, ""20"": 13, ""21"": 16, ""22"": 23, ""23"": 13, ""24"": 9, ""25"": 8, ""26"": 6, ""27"": 13, ""28"": 6, ""29"": 7, ""3"": 3, ""30"": 8, ""31"": 5, ""32"": 2, ""33"": 6, ""34"": 4, ""35"": 3, ""36"": 4, ""37"": 4, ""38"": 3, ""39"": 1, ""4"": 3, ""40"": 3, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 2, ""47"": 3, ""5"": 21, ""50"": 1, ""51"": 1, ""55"": 1, ""57"": 1, ""6"": 13, ""69"": 1, ""7"": 14, ""8"": 24, ""9"": 18}"
ud23_oth,block,ATHENAEUS,26245,1630,23231,16786,0.8851590779196037,0.7225689811028367,0,92,"{""1"": 5, ""10"": 83, ""11"": 109, ""12"": 94, ""13"": 82, ""14"": 68, ""15"": 69, ""16"": 70, ""17"": 65, ""18"": 45, ""19"": 43, ""2"": 16, ""20"": 41, ""21"": 36, ""22"": 37, ""23"": 31, ""24"": 23, ""25"": 18, ""26"": 22, ""27"": 15, ""28"": 13, ""29"": 15, ""3"": 28, ""30"": 12, ""31"": 17, ""32"": 9, ""33"": 8, ""34"": 8, ""35"": 6, ""36"": 5, ""37"": 3, ""38"": 5, ""39"": 6, ""4"": 43, ""40"": 1, ""41"": 2, ""42"": 3, ""43"": 7, ""44"": 3, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""5"": 78, ""50"": 1, ""52"": 1, ""57"": 1, ""6"": 87, ""7"": 85, ""70"": 1, ""8"": 102, ""9"": 104}"
ud23_oth,block,DIODORUS,16882,733,15266,12334,0.9042767444615567,0.8079392113192716,0,4,"{""10"": 15, ""11"": 17, ""12"": 24, ""13"": 42, ""14"": 43, ""15"": 38, ""16"": 48, ""17"": 41, ""18"": 28, ""19"": 33, ""20"": 37, ""21"": 37, ""22"": 39, ""23"": 20, ""24"": 27, ""25"": 23, ""26"": 25, ""27"": 20, ""28"": 11, ""29"": 15, ""30"": 14, ""31"": 15, ""32"": 9, ""33"": 7, ""34"": 6, ""35"": 6, ""36"": 8, ""37"": 9, ""38"": 4, ""39"": 6, ""4"": 4, ""40"": 2, ""41"": 1, ""42"": 3, ""43"": 3, ""44"": 2, ""45"": 2, ""46"": 2, ""47"": 3, ""49"": 2, ""5"": 2, ""50"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""6"": 4, ""61"": 1, ""7"": 4, ""8"": 17, ""9"": 9}"
ud23_oth,block,HERODOTUS,19575,1092,17349,12994,0.8862835249042146,0.748976886275866,0,32,"{""10"": 52, ""11"": 52, ""12"": 54, ""13"": 55, ""14"": 56, ""15"": 53, ""16"": 46, ""17"": 43, ""18"": 40, ""19"": 31, ""2"": 1, ""20"": 38, ""21"": 35, ""22"": 27, ""23"": 33, ""24"": 26, ""25"": 27, ""26"": 19, ""27"": 17, ""28"": 13, ""29"": 17, ""3"": 11, ""30"": 10, ""31"": 8, ""32"": 4, ""33"": 8, ""34"": 5, ""35"": 8, ""36"": 5, ""37"": 4, ""38"": 4, ""39"": 4, ""4"": 20, ""40"": 3, ""41"": 2, ""42"": 3, ""43"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""5"": 35, ""53"": 2, ""6"": 50, ""7"": 52, ""8"": 53, ""9"": 62}"
ud23_oth,block,HESIODIC_TRADITION,10738,738,9308,6398,0.8668280871670703,0.6873657069187795,0,50,"{""10"": 33, ""11"": 31, ""118"": 1, ""12"": 45, ""13"": 42, ""14"": 38, ""15"": 26, ""152"": 1, ""16"": 26, ""17"": 22, ""18"": 25, ""19"": 11, ""2"": 14, ""20"": 14, ""21"": 13, ""22"": 16, ""23"": 6, ""24"": 12, ""25"": 5, ""26"": 6, ""27"": 9, ""28"": 4, ""29"": 8, ""3"": 14, ""30"": 4, ""31"": 1, ""32"": 2, ""33"": 3, ""36"": 1, ""37"": 3, ""4"": 22, ""40"": 1, ""41"": 1, ""42"": 1, ""5"": 51, ""6"": 69, ""62"": 1, ""7"": 51, ""8"": 64, ""9"": 41}"
ud23_oth,block,HOMERIC_TRADITION,81951,6169,71547,47062,0.8730460885163085,0.6577774050624066,0,332,"{""1"": 11, ""10"": 315, ""11"": 319, ""12"": 320, ""13"": 348, ""14"": 338, ""15"": 288, ""16"": 195, ""17"": 157, ""18"": 118, ""19"": 118, ""2"": 33, ""20"": 100, ""21"": 107, ""22"": 91, ""23"": 70, ""24"": 44, ""25"": 38, ""26"": 40, ""27"": 24, ""28"": 24, ""29"": 40, ""3"": 92, ""30"": 19, ""31"": 20, ""32"": 11, ""33"": 11, ""34"": 8, ""35"": 12, ""36"": 12, ""37"": 6, ""38"": 4, ""39"": 6, ""4"": 196, ""40"": 2, ""41"": 3, ""43"": 3, ""45"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""5"": 370, ""50"": 3, ""57"": 1, ""58"": 1, ""6"": 578, ""7"": 701, ""8"": 564, ""9"": 404}"
ud23_oth,block,PLUTARCH,9987,499,8893,6908,0.8904575948733353,0.776790734285393,0,17,"{""1"": 1, ""10"": 18, ""11"": 24, ""12"": 25, ""13"": 17, ""14"": 18, ""15"": 22, ""16"": 30, ""17"": 21, ""18"": 15, ""19"": 16, ""2"": 2, ""20"": 12, ""21"": 16, ""22"": 18, ""23"": 14, ""24"": 7, ""25"": 21, ""26"": 11, ""27"": 9, ""28"": 5, ""29"": 3, ""3"": 4, ""30"": 8, ""31"": 6, ""32"": 9, ""33"": 5, ""34"": 2, ""35"": 7, ""37"": 4, ""38"": 4, ""39"": 1, ""4"": 10, ""40"": 2, ""42"": 1, ""44"": 4, ""45"": 1, ""46"": 2, ""47"": 5, ""49"": 2, ""5"": 9, ""50"": 1, ""6"": 20, ""7"": 19, ""8"": 20, ""85"": 1, ""9"": 27}"
ud23_oth,block,THUCYDIDES,10396,532,9353,7234,0.899672951135052,0.7734416764674436,0,9,"{""10"": 24, ""104"": 1, ""11"": 30, ""12"": 35, ""13"": 16, ""14"": 28, ""15"": 33, ""16"": 26, ""17"": 28, ""18"": 21, ""19"": 20, ""2"": 3, ""20"": 13, ""21"": 16, ""22"": 21, ""23"": 14, ""24"": 10, ""25"": 8, ""26"": 6, ""27"": 12, ""28"": 7, ""29"": 7, ""3"": 3, ""30"": 8, ""31"": 5, ""32"": 2, ""33"": 6, ""34"": 4, ""35"": 3, ""36"": 4, ""37"": 4, ""38"": 3, ""39"": 1, ""4"": 3, ""40"": 3, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 2, ""47"": 3, ""5"": 21, ""50"": 1, ""51"": 1, ""55"": 1, ""57"": 1, ""6"": 13, ""69"": 1, ""7"": 13, ""8"": 25, ""9"": 18}"
upos_only,block,ATHENAEUS,26245,1630,23133,16691,0.8814250333396837,0.721523364889984,0,95,"{""1"": 6, ""10"": 87, ""11"": 107, ""12"": 90, ""13"": 83, ""14"": 69, ""15"": 71, ""16"": 66, ""17"": 64, ""18"": 44, ""19"": 44, ""2"": 15, ""20"": 41, ""21"": 37, ""22"": 37, ""23"": 28, ""24"": 25, ""25"": 18, ""26"": 20, ""27"": 15, ""28"": 15, ""29"": 15, ""3"": 30, ""30"": 12, ""31"": 15, ""32"": 10, ""33"": 9, ""34"": 7, ""35"": 5, ""36"": 5, ""37"": 3, ""38"": 5, ""39"": 6, ""4"": 44, ""40"": 1, ""41"": 2, ""42"": 3, ""43"": 7, ""44"": 3, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""5"": 80, ""50"": 1, ""52"": 1, ""56"": 1, ""6"": 83, ""7"": 93, ""70"": 1, ""8"": 99, ""9"": 103}"
upos_only,block,DIODORUS,16882,733,15266,12334,0.9042767444615567,0.8079392113192716,0,4,"{""10"": 15, ""11"": 17, ""12"": 24, ""13"": 42, ""14"": 43, ""15"": 38, ""16"": 48, ""17"": 41, ""18"": 28, ""19"": 33, ""20"": 37, ""21"": 37, ""22"": 39, ""23"": 20, ""24"": 27, ""25"": 23, ""26"": 25, ""27"": 20, ""28"": 11, ""29"": 15, ""30"": 14, ""31"": 15, ""32"": 9, ""33"": 7, ""34"": 6, ""35"": 6, ""36"": 8, ""37"": 9, ""38"": 4, ""39"": 6, ""4"": 4, ""40"": 2, ""41"": 1, ""42"": 3, ""43"": 3, ""44"": 2, ""45"": 2, ""46"": 2, ""47"": 3, ""49"": 2, ""5"": 2, ""50"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""6"": 4, ""61"": 1, ""7"": 4, ""8"": 17, ""9"": 9}"
upos_only,block,HERODOTUS,19575,1092,17301,12946,0.8838314176245211,0.7482804462169816,0,32,"{""10"": 54, ""11"": 52, ""12"": 57, ""13"": 50, ""14"": 59, ""15"": 52, ""16"": 50, ""17"": 39, ""18"": 38, ""19"": 31, ""2"": 1, ""20"": 38, ""21"": 36, ""22"": 30, ""23"": 32, ""24"": 25, ""25"": 25, ""26"": 21, ""27"": 17, ""28"": 13, ""29"": 18, ""3"": 11, ""30"": 7, ""31"": 8, ""32"": 4, ""33"": 8, ""34"": 6, ""35"": 7, ""36"": 5, ""37"": 4, ""38"": 4, ""39"": 4, ""4"": 20, ""40"": 3, ""41"": 2, ""42"": 3, ""43"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""5"": 37, ""53"": 2, ""6"": 51, ""7"": 50, ""8"": 52, ""9"": 62}"
upos_only,block,HESIODIC_TRADITION,10738,738,9282,6375,0.864406779661017,0.6868131868131868,0,50,"{""10"": 35, ""11"": 31, ""118"": 1, ""12"": 43, ""13"": 43, ""14"": 39, ""15"": 25, ""152"": 1, ""16"": 26, ""17"": 22, ""18"": 24, ""19"": 11, ""2"": 15, ""20"": 14, ""21"": 13, ""22"": 17, ""23"": 6, ""24"": 11, ""25"": 5, ""26"": 6, ""27"": 9, ""28"": 4, ""29"": 9, ""3"": 15, ""30"": 3, ""31"": 2, ""32"": 1, ""33"": 3, ""36"": 1, ""37"": 3, ""4"": 20, ""40"": 1, ""41"": 1, ""42"": 1, ""5"": 52, ""6"": 70, ""62"": 1, ""7"": 51, ""8"": 66, ""9"": 37}"
upos_only,block,HOMERIC_TRADITION,81951,6169,71088,46634,0.8674451806567339,0.6560038262435292,0,361,"{""1"": 15, ""10"": 306, ""11"": 328, ""12"": 325, ""13"": 352, ""14"": 328, ""15"": 291, ""16"": 187, ""17"": 152, ""18"": 116, ""19"": 124, ""2"": 42, ""20"": 98, ""21"": 103, ""22"": 87, ""23"": 75, ""24"": 39, ""25"": 39, ""26"": 39, ""27"": 22, ""28"": 29, ""29"": 35, ""3"": 93, ""30"": 19, ""31"": 20, ""32"": 12, ""33"": 10, ""34"": 9, ""35"": 13, ""36"": 10, ""37"": 5, ""38"": 6, ""39"": 4, ""4"": 211, ""40"": 2, ""41"": 4, ""43"": 2, ""45"": 1, ""46"": 1, ""48"": 2, ""49"": 2, ""5"": 381, ""50"": 1, ""57"": 1, ""58"": 1, ""6"": 577, ""7"": 694, ""8"": 566, ""9"": 390}"
upos_only,block,PLUTARCH,9987,499,8884,6901,0.8895564233503555,0.7767897343538946,0,18,"{""1"": 1, ""10"": 18, ""11"": 24, ""12"": 25, ""13"": 17, ""14"": 18, ""15"": 22, ""16"": 31, ""17"": 21, ""18"": 14, ""19"": 16, ""2"": 2, ""20"": 12, ""21"": 17, ""22"": 17, ""23"": 14, ""24"": 8, ""25"": 20, ""26"": 11, ""27"": 9, ""28"": 5, ""29"": 3, ""3"": 6, ""30"": 8, ""31"": 6, ""32"": 9, ""33"": 5, ""34"": 2, ""35"": 7, ""37"": 4, ""38"": 5, ""4"": 9, ""40"": 2, ""42"": 1, ""44"": 4, ""45"": 1, ""46"": 2, ""47"": 5, ""49"": 2, ""5"": 9, ""50"": 1, ""6"": 19, ""7"": 19, ""8"": 20, ""85"": 1, ""9"": 27}"
