source_urn,author_label,work,regime,period_label,meter_label,role,dependence_block,flags,variant,doc_id,source_prefixes,parts,group,raw,sentences,kept,eligible,eligibility_scope,retention,eligible_fraction,empty,without_target,max_sentence,length_counts,gate_B_flagged
urn:cts:greekLit:tlg0013.tlg002.perseus-grc1,Anonymous,Homeric Hymn to Demeter,HEX,archaic,hexameter,primary,HOMERIC_TRADITION,"[""traditional_grouping_not_same_author""]",ud23_oth,tlg0013.tlg002.perseus-grc1.tb.xml,"[""tlg0013.tlg002.perseus-grc1.tb.xml""]",[0],HEX,2061,166,1777,1135,primary_targets,0.8622028141678797,0.638716938660664,0,25,57,"{""10"": 18, ""11"": 9, ""12"": 5, ""13"": 3, ""14"": 2, ""15"": 5, ""16"": 3, ""17"": 3, ""18"": 3, ""19"": 3, ""2"": 9, ""20"": 2, ""21"": 6, ""22"": 3, ""23"": 1, ""25"": 4, ""3"": 4, ""30"": 1, ""35"": 2, ""36"": 1, ""37"": 1, ""4"": 12, ""5"": 21, ""57"": 1, ""6"": 14, ""7"": 10, ""8"": 16, ""9"": 4}",False
urn:cts:greekLit:tlg0016.tlg001.perseus-grc1,Herodotus,"Histories, book 1",PROSE_CLASS,classical,prose,primary,HERODOTUS,"[""partial_work_single_book""]",ud23_oth,tlg0016.tlg001.perseus-grc1.1.tb.xml,"[""tlg0016.tlg001.perseus-grc1.1.tb.xml""]",[0],PROSE_ALL,19575,1092,17349,12994,primary_targets,0.8862835249042146,0.748976886275866,0,32,53,"{""10"": 52, ""11"": 52, ""12"": 54, ""13"": 55, ""14"": 56, ""15"": 53, ""16"": 46, ""17"": 43, ""18"": 40, ""19"": 31, ""2"": 1, ""20"": 38, ""21"": 35, ""22"": 27, ""23"": 33, ""24"": 26, ""25"": 27, ""26"": 19, ""27"": 17, ""28"": 13, ""29"": 17, ""3"": 11, ""30"": 10, ""31"": 8, ""32"": 4, ""33"": 8, ""34"": 5, ""35"": 8, ""36"": 5, ""37"": 4, ""38"": 4, ""39"": 4, ""4"": 20, ""40"": 3, ""41"": 2, ""42"": 3, ""43"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""5"": 35, ""53"": 2, ""6"": 50, ""7"": 52, ""8"": 53, ""9"": 62}",False
urn:cts:greekLit:tlg0020.tlg001.perseus-grc1,Hesiod,Theogony,HEX,archaic,hexameter,primary,HESIODIC_TRADITION,[],ud23_oth,tlg0020.tlg001.perseus-grc1.tb.xml,"[""tlg0020.tlg001.perseus-grc1.tb.xml""]",[0],HEX,4610,273,4034,2955,primary_targets,0.8750542299349241,0.7325235498264749,0,13,152,"{""10"": 10, ""11"": 17, ""118"": 1, ""12"": 17, ""13"": 16, ""14"": 14, ""15"": 11, ""152"": 1, ""16"": 9, ""17"": 11, ""18"": 11, ""19"": 8, ""2"": 4, ""20"": 4, ""21"": 4, ""22"": 9, ""23"": 2, ""24"": 3, ""25"": 4, ""26"": 3, ""27"": 7, ""28"": 2, ""29"": 4, ""3"": 5, ""30"": 1, ""32"": 1, ""33"": 1, ""36"": 1, ""37"": 2, ""4"": 4, ""40"": 1, ""41"": 1, ""42"": 1, ""5"": 15, ""6"": 19, ""62"": 1, ""7"": 13, ""8"": 20, ""9"": 15}",False
urn:cts:greekLit:tlg0020.tlg002.perseus-grc1,Hesiod,Works and Days,HEX,archaic,hexameter,primary,HESIODIC_TRADITION,[],ud23_oth,tlg0020.tlg002.perseus-grc1.tb.xml,"[""tlg0020.tlg002.perseus-grc1.tb.xml""]",[0],HEX,3725,283,3197,2084,primary_targets,0.858255033557047,0.6518611197998123,0,23,33,"{""10"": 13, ""11"": 6, ""12"": 17, ""13"": 18, ""14"": 12, ""15"": 11, ""16"": 13, ""17"": 6, ""18"": 7, ""19"": 2, ""2"": 6, ""20"": 4, ""21"": 8, ""22"": 4, ""23"": 1, ""24"": 8, ""26"": 3, ""27"": 2, ""29"": 3, ""3"": 7, ""30"": 1, ""32"": 1, ""33"": 1, ""4"": 10, ""5"": 20, ""6"": 36, ""7"": 19, ""8"": 27, ""9"": 17}",False
urn:cts:greekLit:tlg0020.tlg003.perseus-grc1,Hesiod,Shield of Heracles,HEX,archaic,hexameter,primary,HESIODIC_TRADITION,"[""traditional_hesiodic_attribution_not_authorship_claim""]",ud23_oth,tlg0020.tlg003.perseus-grc1.tb.xml,"[""tlg0020.tlg003.perseus-grc1.tb.xml""]",[0],HEX,2403,182,2077,1359,primary_targets,0.8643362463587183,0.6543090996629755,0,14,37,"{""10"": 10, ""11"": 8, ""12"": 11, ""13"": 8, ""14"": 12, ""15"": 4, ""16"": 4, ""17"": 5, ""18"": 7, ""19"": 1, ""2"": 4, ""20"": 6, ""21"": 1, ""22"": 3, ""23"": 3, ""24"": 1, ""25"": 1, ""28"": 2, ""29"": 1, ""3"": 2, ""30"": 2, ""31"": 1, ""33"": 1, ""37"": 1, ""4"": 8, ""5"": 16, ""6"": 14, ""7"": 19, ""8"": 17, ""9"": 9}",False
urn:cts:greekLit:tlg0060.tlg001.perseus-grc3,Diodorus Siculus,"Bibliotheca historica, book 11",PROSE_POST,hellenistic,prose,primary,DIODORUS,"[""partial_work_single_book""]",ud23_oth,tlg0060.tlg001.perseus-grc3.11.tb.xml,"[""tlg0060.tlg001.perseus-grc3.11.tb.xml""]",[0],PROSE_ALL,16882,733,15266,12334,primary_targets,0.9042767444615567,0.8079392113192716,0,4,61,"{""10"": 15, ""11"": 17, ""12"": 24, ""13"": 42, ""14"": 43, ""15"": 38, ""16"": 48, ""17"": 41, ""18"": 28, ""19"": 33, ""20"": 37, ""21"": 37, ""22"": 39, ""23"": 20, ""24"": 27, ""25"": 23, ""26"": 25, ""27"": 20, ""28"": 11, ""29"": 15, ""30"": 14, ""31"": 15, ""32"": 9, ""33"": 7, ""34"": 6, ""35"": 6, ""36"": 8, ""37"": 9, ""38"": 4, ""39"": 6, ""4"": 4, ""40"": 2, ""41"": 1, ""42"": 3, ""43"": 3, ""44"": 2, ""45"": 2, ""46"": 2, ""47"": 3, ""49"": 2, ""5"": 2, ""50"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""6"": 4, ""61"": 1, ""7"": 4, ""8"": 17, ""9"": 9}",False
urn:cts:greekLit:tlg0085.tlg001.perseus-grc2,Aeschylus,Suppliant Women,OTHER_VERSE,classical,iambic trimeter + lyric (mixed),inventory_only,,"[""e1_only_one_aeschylus_play_present""]",ud23_oth,tlg0085.tlg001.perseus-grc2.tb.xml,"[""tlg0085.tlg001.perseus-grc2.tb.xml""]",[0],OTHER_VERSE,1529,166,1293,646,potential_census_only,0.8456507521255723,0.49961330239752516,0,26,25,"{""1"": 1, ""10"": 7, ""11"": 8, ""12"": 5, ""13"": 5, ""14"": 2, ""15"": 2, ""16"": 1, ""17"": 6, ""18"": 1, ""19"": 2, ""2"": 2, ""24"": 1, ""25"": 1, ""3"": 10, ""4"": 13, ""5"": 22, ""6"": 37, ""7"": 20, ""8"": 10, ""9"": 10}",False
urn:cts:greekLit:tlg0003.tlg001.perseus-grc1,Thucydides,"Histories, book 1",PROSE_CLASS,classical,prose,primary,THUCYDIDES,"[""partial_work_single_book""]",upos_only,tlg0003.tlg001.perseus-grc1.1.tb.xml,"[""tlg0003.tlg001.perseus-grc1.1.tb.xml""]",[0],PROSE_ALL,10396,532,9346,7227,primary_targets,0.8989996152366295,0.7732719880162636,0,9,104,"{""10"": 24, ""104"": 1, ""11"": 30, ""12"": 35, ""13"": 17, ""14"": 27, ""15"": 33, ""16"": 26, ""17"": 28, ""18"": 22, ""19"": 19, ""2"": 3, ""20"": 13, ""21"": 16, ""22"": 23, ""23"": 13, ""24"": 9, ""25"": 8, ""26"": 6, ""27"": 13, ""28"": 6, ""29"": 7, ""3"": 3, ""30"": 8, ""31"": 5, ""32"": 2, ""33"": 6, ""34"": 4, ""35"": 3, ""36"": 4, ""37"": 4, ""38"": 3, ""39"": 1, ""4"": 3, ""40"": 3, ""42"": 1, ""43"": 1, ""44"": 1, ""45"": 1, ""46"": 2, ""47"": 3, ""5"": 21, ""50"": 1, ""51"": 1, ""55"": 1, ""57"": 1, ""6"": 13, ""69"": 1, ""7"": 14, ""8"": 24, ""9"": 18}",False
urn:cts:greekLit:tlg0007.tlg004.perseus-grc1,Plutarch,Lycurgus,PROSE_POST,imperial,prose,primary,PLUTARCH,[],upos_only,tlg0007.tlg004.perseus-grc1.tb.xml,"[""tlg0007.tlg004.perseus-grc1.tb.xml""]",[0],PROSE_ALL,5044,248,4481,3493,primary_targets,0.8883822363203806,0.7795135014505691,0,5,50,"{""10"": 10, ""11"": 8, ""12"": 10, ""13"": 12, ""14"": 12, ""15"": 12, ""16"": 13, ""17"": 11, ""18"": 3, ""19"": 8, ""20"": 5, ""21"": 9, ""22"": 6, ""23"": 6, ""24"": 4, ""25"": 12, ""26"": 5, ""27"": 2, ""28"": 3, ""29"": 1, ""3"": 4, ""30"": 5, ""31"": 3, ""32"": 4, ""33"": 4, ""34"": 1, ""35"": 5, ""37"": 1, ""38"": 3, ""4"": 1, ""40"": 1, ""44"": 4, ""45"": 1, ""46"": 1, ""47"": 3, ""49"": 1, ""5"": 4, ""50"": 1, ""6"": 11, ""7"": 13, ""8"": 12, ""9"": 13}",False
urn:cts:greekLit:tlg0007.tlg015.perseus-grc1,Plutarch,Alcibiades,PROSE_POST,imperial,prose,primary,PLUTARCH,[],upos_only,tlg0007.tlg015.perseus-grc1.tb.xml,"[""tlg0007.tlg015.perseus-grc1.tb.xml""]",[0],PROSE_ALL,4943,251,4403,3408,primary_targets,0.8907546024681368,0.7740177151941858,0,13,85,"{""1"": 1, ""10"": 8, ""11"": 16, ""12"": 15, ""13"": 5, ""14"": 6, ""15"": 10, ""16"": 18, ""17"": 10, ""18"": 11, ""19"": 8, ""2"": 2, ""20"": 7, ""21"": 8, ""22"": 11, ""23"": 8, ""24"": 4, ""25"": 8, ""26"": 6, ""27"": 7, ""28"": 2, ""29"": 2, ""3"": 2, ""30"": 3, ""31"": 3, ""32"": 5, ""33"": 1, ""34"": 1, ""35"": 2, ""37"": 3, ""38"": 2, ""4"": 8, ""40"": 1, ""42"": 1, ""46"": 1, ""47"": 2, ""49"": 1, ""5"": 5, ""6"": 8, ""7"": 6, ""8"": 8, ""85"": 1, ""9"": 14}",False
urn:cts:greekLit:tlg0008.tlg001.perseus-grc1,Athenaeus,"Deipnosophistae, books 12-13",PROSE_POST,imperial,prose,primary,ATHENAEUS,"[""partial_work_two_books"", ""merged_prefixes""]",upos_only,tlg0008.tlg001.perseus-grc1.tb.xml,"[""tlg0008.tlg001.perseus-grc1.12.tb.xml"", ""tlg0008.tlg001.perseus-grc1.13.tb.xml""]","[12, 13]",PROSE_ALL,26245,1630,23133,16691,primary_targets,0.8814250333396837,0.721523364889984,0,95,70,"{""1"": 6, ""10"": 87, ""11"": 107, ""12"": 90, ""13"": 83, ""14"": 69, ""15"": 71, ""16"": 66, ""17"": 64, ""18"": 44, ""19"": 44, ""2"": 15, ""20"": 41, ""21"": 37, ""22"": 37, ""23"": 28, ""24"": 25, ""25"": 18, ""26"": 20, ""27"": 15, ""28"": 15, ""29"": 15, ""3"": 30, ""30"": 12, ""31"": 15, ""32"": 10, ""33"": 9, ""34"": 7, ""35"": 5, ""36"": 5, ""37"": 3, ""38"": 5, ""39"": 6, ""4"": 44, ""40"": 1, ""41"": 2, ""42"": 3, ""43"": 7, ""44"": 3, ""46"": 1, ""47"": 1, ""48"": 1, ""49"": 1, ""5"": 80, ""50"": 1, ""52"": 1, ""56"": 1, ""6"": 83, ""7"": 93, ""70"": 1, ""8"": 99, ""9"": 103}",False
urn:cts:greekLit:tlg0011.tlg001.perseus-grc2,Sophocles,Trachiniae,OTHER_VERSE,classical,iambic trimeter + lyric (mixed),inventory_only,,[],upos_only,tlg0011.tlg001.perseus-grc2.tb.xml,"[""tlg0011.tlg001.perseus-grc2.tb.xml""]",[0],OTHER_VERSE,5229,431,4224,2610,potential_census_only,0.8078026391279404,0.6178977272727273,0,91,46,"{""1"": 7, ""10"": 32, ""11"": 23, ""12"": 24, ""13"": 21, ""14"": 17, ""15"": 9, ""16"": 7, ""17"": 7, ""18"": 4, ""19"": 4, ""2"": 29, ""20"": 3, ""21"": 4, ""22"": 3, ""23"": 3, ""24"": 4, ""25"": 2, ""26"": 2, ""27"": 1, ""28"": 4, ""3"": 31, ""30"": 2, ""32"": 3, ""34"": 1, ""35"": 1, ""38"": 1, ""4"": 24, ""42"": 1, ""44"": 1, ""46"": 1, ""5"": 32, ""6"": 38, ""7"": 28, ""8"": 24, ""9"": 33}",False
urn:cts:greekLit:tlg0011.tlg002.perseus-grc2,Sophocles,Antigone,OTHER_VERSE,classical,iambic trimeter + lyric (mixed),inventory_only,,[],upos_only,tlg0011.tlg002.perseus-grc2.tb.xml,"[""tlg0011.tlg002.perseus-grc2.tb.xml""]",[0],OTHER_VERSE,4299,391,3573,2076,potential_census_only,0.8311235170969993,0.581024349286314,0,68,35,"{""1"": 9, ""10"": 21, ""11"": 14, ""12"": 19, ""13"": 17, ""14"": 8, ""15"": 9, ""16"": 5, ""17"": 10, ""18"": 6, ""19"": 4, ""2"": 13, ""20"": 4, ""21"": 4, ""22"": 5, ""23"": 6, ""24"": 2, ""25"": 3, ""26"": 1, ""28"": 1, ""29"": 1, ""3"": 14, ""35"": 1, ""4"": 32, ""5"": 38, ""6"": 54, ""7"": 33, ""8"": 37, ""9"": 20}",False
urn:cts:greekLit:tlg0011.tlg003.perseus-grc1,Sophocles,Ajax,OTHER_VERSE,classical,iambic trimeter + lyric (mixed),inventory_only,,[],upos_only,tlg0011.tlg003.perseus-grc1.tb.xml,"[""tlg0011.tlg003.perseus-grc1.tb.xml""]",[0],OTHER_VERSE,5319,490,4364,2503,potential_census_only,0.8204549727392367,0.5735563703024747,0,91,33,"{""1"": 6, ""10"": 27, ""11"": 28, ""12"": 29, ""13"": 28, ""14"": 10, ""15"": 5, ""16"": 9, ""17"": 6, ""18"": 6, ""19"": 6, ""2"": 25, ""20"": 1, ""21"": 5, ""22"": 3, ""23"": 2, ""24"": 3, ""25"": 4, ""26"": 2, ""27"": 1, ""28"": 1, ""3"": 31, ""30"": 2, ""31"": 1, ""33"": 2, ""4"": 29, ""5"": 48, ""6"": 59, ""7"": 57, ""8"": 26, ""9"": 28}",False
urn:cts:greekLit:tlg0011.tlg004.perseus-grc1,Sophocles,Oedipus Tyrannus,OTHER_VERSE,classical,iambic trimeter + lyric (mixed),inventory_only,,[],upos_only,tlg0011.tlg004.perseus-grc1.tb.xml,"[""tlg0011.tlg004.perseus-grc1.tb.xml""]",[0],OTHER_VERSE,5600,520,4571,2610,potential_census_only,0.81625,0.5709910304091008,0,106,39,"{""1"": 14, ""10"": 20, ""11"": 19, ""12"": 21, ""13"": 27, ""14"": 22, ""15"": 20, ""16"": 3, ""17"": 10, ""18"": 6, ""19"": 2, ""2"": 22, ""20"": 5, ""21"": 1, ""22"": 7, ""23"": 3, ""24"": 1, ""25"": 3, ""26"": 2, ""28"": 1, ""3"": 33, ""30"": 3, ""37"": 1, ""39"": 1, ""4"": 37, ""5"": 57, ""6"": 53, ""7"": 54, ""8"": 36, ""9"": 36}",False
urn:cts:greekLit:tlg0011.tlg005.perseus-grc2,Sophocles,Electra,OTHER_VERSE,classical,iambic trimeter + lyric (mixed),inventory_only,,[],upos_only,tlg0011.tlg005.perseus-grc2.tb.xml,"[""tlg0011.tlg005.perseus-grc2.tb.xml""]",[0],OTHER_VERSE,5239,528,4259,2331,potential_census_only,0.8129414010307311,0.5473115754872035,0,149,42,"{""1"": 23, ""10"": 17, ""11"": 23, ""12"": 22, ""13"": 20, ""14"": 15, ""15"": 14, ""16"": 9, ""17"": 8, ""18"": 6, ""19"": 4, ""2"": 38, ""20"": 2, ""21"": 3, ""22"": 2, ""23"": 1, ""24"": 2, ""25"": 2, ""26"": 1, ""27"": 3, ""3"": 39, ""32"": 1, ""4"": 49, ""41"": 1, ""42"": 1, ""5"": 47, ""6"": 48, ""7"": 49, ""8"": 42, ""9"": 36}",False
urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,Homer,Iliad,HEX,archaic,hexameter,primary,HOMERIC_TRADITION,[],upos_only,tlg0012.tlg001.perseus-grc1.tb.xml,"[""tlg0012.tlg001.perseus-grc1.tb.xml""]",[0],HEX,79890,6003,69327,45515,primary_targets,0.8677806984603831,0.656526317307831,0,334,58,"{""1"": 15, ""10"": 289, ""11"": 316, ""12"": 323, ""13"": 349, ""14"": 325, ""15"": 287, ""16"": 183, ""17"": 148, ""18"": 115, ""19"": 121, ""2"": 33, ""20"": 96, ""21"": 97, ""22"": 84, ""23"": 74, ""24"": 38, ""25"": 36, ""26"": 39, ""27"": 22, ""28"": 29, ""29"": 35, ""3"": 89, ""30"": 18, ""31"": 20, ""32"": 12, ""33"": 10, ""34"": 8, ""35"": 11, ""36"": 10, ""37"": 4, ""38"": 6, ""39"": 4, ""4"": 197, ""40"": 2, ""41"": 4, ""43"": 2, ""45"": 1, ""46"": 1, ""48"": 2, ""49"": 2, ""5"": 361, ""50"": 1, ""58"": 1, ""6"": 563, ""7"": 684, ""8"": 551, ""9"": 385}",False
urn:cts:greekLit:tlg0013.tlg002.perseus-grc1,Anonymous,Homeric Hymn to Demeter,HEX,archaic,hexameter,primary,HOMERIC_TRADITION,"[""traditional_grouping_not_same_author""]",upos_only,tlg0013.tlg002.perseus-grc1.tb.xml,"[""tlg0013.tlg002.perseus-grc1.tb.xml""]",[0],HEX,2061,166,1761,1119,primary_targets,0.8544395924308588,0.6354344122657581,0,27,57,"{""10"": 17, ""11"": 12, ""12"": 2, ""13"": 3, ""14"": 3, ""15"": 4, ""16"": 4, ""17"": 4, ""18"": 1, ""19"": 3, ""2"": 9, ""20"": 2, ""21"": 6, ""22"": 3, ""23"": 1, ""24"": 1, ""25"": 3, ""3"": 4, ""30"": 1, ""34"": 1, ""35"": 2, ""37"": 1, ""4"": 14, ""5"": 20, ""57"": 1, ""6"": 14, ""7"": 10, ""8"": 15, ""9"": 5}",False
urn:cts:greekLit:tlg0016.tlg001.perseus-grc1,Herodotus,"Histories, book 1",PROSE_CLASS,classical,prose,primary,HERODOTUS,"[""partial_work_single_book""]",upos_only,tlg0016.tlg001.perseus-grc1.1.tb.xml,"[""tlg0016.tlg001.perseus-grc1.1.tb.xml""]",[0],PROSE_ALL,19575,1092,17301,12946,primary_targets,0.8838314176245211,0.7482804462169816,0,32,53,"{""10"": 54, ""11"": 52, ""12"": 57, ""13"": 50, ""14"": 59, ""15"": 52, ""16"": 50, ""17"": 39, ""18"": 38, ""19"": 31, ""2"": 1, ""20"": 38, ""21"": 36, ""22"": 30, ""23"": 32, ""24"": 25, ""25"": 25, ""26"": 21, ""27"": 17, ""28"": 13, ""29"": 18, ""3"": 11, ""30"": 7, ""31"": 8, ""32"": 4, ""33"": 8, ""34"": 6, ""35"": 7, ""36"": 5, ""37"": 4, ""38"": 4, ""39"": 4, ""4"": 20, ""40"": 3, ""41"": 2, ""42"": 3, ""43"": 1, ""46"": 1, ""48"": 1, ""49"": 1, ""5"": 37, ""53"": 2, ""6"": 51, ""7"": 50, ""8"": 52, ""9"": 62}",False
urn:cts:greekLit:tlg0020.tlg001.perseus-grc1,Hesiod,Theogony,HEX,archaic,hexameter,primary,HESIODIC_TRADITION,[],upos_only,tlg0020.tlg001.perseus-grc1.tb.xml,"[""tlg0020.tlg001.perseus-grc1.tb.xml""]",[0],HEX,4610,273,4023,2945,primary_targets,0.8726681127982646,0.7320407655978126,0,13,152,"{""10"": 11, ""11"": 17, ""118"": 1, ""12"": 16, ""13"": 16, ""14"": 16, ""15"": 10, ""152"": 1, ""16"": 9, ""17"": 11, ""18"": 10, ""19"": 8, ""2"": 4, ""20"": 4, ""21"": 4, ""22"": 9, ""23"": 2, ""24"": 3, ""25"": 4, ""26"": 3, ""27"": 7, ""28"": 2, ""29"": 4, ""3"": 6, ""30"": 1, ""32"": 1, ""33"": 1, ""36"": 1, ""37"": 2, ""4"": 3, ""40"": 1, ""41"": 1, ""42"": 1, ""5"": 15, ""6"": 20, ""62"": 1, ""7"": 13, ""8"": 20, ""9"": 14}",False
urn:cts:greekLit:tlg0020.tlg002.perseus-grc1,Hesiod,Works and Days,HEX,archaic,hexameter,primary,HESIODIC_TRADITION,[],upos_only,tlg0020.tlg002.perseus-grc1.tb.xml,"[""tlg0020.tlg002.perseus-grc1.tb.xml""]",[0],HEX,3725,283,3189,2077,primary_targets,0.8561073825503356,0.6513013483850737,0,23,33,"{""10"": 14, ""11"": 6, ""12"": 16, ""13"": 18, ""14"": 12, ""15"": 11, ""16"": 13, ""17"": 6, ""18"": 7, ""19"": 2, ""2"": 7, ""20"": 4, ""21"": 8, ""22"": 4, ""23"": 2, ""24"": 7, ""26"": 3, ""27"": 2, ""29"": 3, ""3"": 6, ""30"": 1, ""31"": 1, ""33"": 1, ""4"": 10, ""5"": 21, ""6"": 35, ""7"": 20, ""8"": 27, ""9"": 16}",False
urn:cts:greekLit:tlg0020.tlg003.perseus-grc1,Hesiod,Shield of Heracles,HEX,archaic,hexameter,primary,HESIODIC_TRADITION,"[""traditional_hesiodic_attribution_not_authorship_claim""]",upos_only,tlg0020.tlg003.perseus-grc1.tb.xml,"[""tlg0020.tlg003.perseus-grc1.tb.xml""]",[0],HEX,2403,182,2070,1353,primary_targets,0.8614232209737828,0.6536231884057971,0,14,37,"{""10"": 10, ""11"": 8, ""12"": 11, ""13"": 9, ""14"": 11, ""15"": 4, ""16"": 4, ""17"": 5, ""18"": 7, ""19"": 1, ""2"": 4, ""20"": 6, ""21"": 1, ""22"": 4, ""23"": 2, ""24"": 1, ""25"": 1, ""28"": 2, ""29"": 2, ""3"": 3, ""30"": 1, ""31"": 1, ""33"": 1, ""37"": 1, ""4"": 7, ""5"": 16, ""6"": 15, ""7"": 18, ""8"": 19, ""9"": 7}",False
urn:cts:greekLit:tlg0060.tlg001.perseus-grc3,Diodorus Siculus,"Bibliotheca historica, book 11",PROSE_POST,hellenistic,prose,primary,DIODORUS,"[""partial_work_single_book""]",upos_only,tlg0060.tlg001.perseus-grc3.11.tb.xml,"[""tlg0060.tlg001.perseus-grc3.11.tb.xml""]",[0],PROSE_ALL,16882,733,15266,12334,primary_targets,0.9042767444615567,0.8079392113192716,0,4,61,"{""10"": 15, ""11"": 17, ""12"": 24, ""13"": 42, ""14"": 43, ""15"": 38, ""16"": 48, ""17"": 41, ""18"": 28, ""19"": 33, ""20"": 37, ""21"": 37, ""22"": 39, ""23"": 20, ""24"": 27, ""25"": 23, ""26"": 25, ""27"": 20, ""28"": 11, ""29"": 15, ""30"": 14, ""31"": 15, ""32"": 9, ""33"": 7, ""34"": 6, ""35"": 6, ""36"": 8, ""37"": 9, ""38"": 4, ""39"": 6, ""4"": 4, ""40"": 2, ""41"": 1, ""42"": 3, ""43"": 3, ""44"": 2, ""45"": 2, ""46"": 2, ""47"": 3, ""49"": 2, ""5"": 2, ""50"": 1, ""53"": 1, ""54"": 1, ""56"": 1, ""57"": 1, ""6"": 4, ""61"": 1, ""7"": 4, ""8"": 17, ""9"": 9}",False
urn:cts:greekLit:tlg0085.tlg001.perseus-grc2,Aeschylus,Suppliant Women,OTHER_VERSE,classical,iambic trimeter + lyric (mixed),inventory_only,,"[""e1_only_one_aeschylus_play_present""]",upos_only,tlg0085.tlg001.perseus-grc2.tb.xml,"[""tlg0085.tlg001.perseus-grc2.tb.xml""]",[0],OTHER_VERSE,1529,166,1284,639,potential_census_only,0.8397645519947678,0.4976635514018692,0,28,25,"{""1"": 1, ""10"": 5, ""11"": 8, ""12"": 5, ""13"": 5, ""14"": 2, ""15"": 2, ""16"": 1, ""17"": 6, ""18"": 1, ""19"": 2, ""2"": 4, ""24"": 1, ""25"": 1, ""3"": 8, ""4"": 15, ""5"": 22, ""6"": 36, ""7"": 19, ""8"": 10, ""9"": 12}",False
