level,unit,upos_raw,deprel_raw,count
document,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,conj,2
document,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,mark,6
document,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,nmod,10
document,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,obj,9
document,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,xcomp,1
document,tlg0011.tlg002.perseus-grc2.tb.xml,AUX,aux,5
document,tlg0011.tlg002.perseus-grc2.tb.xml,AUX,cop,35
document,tlg0011.tlg002.perseus-grc2.tb.xml,CCONJ,advmod,82
document,tlg0011.tlg002.perseus-grc2.tb.xml,CCONJ,cc,63
document,tlg0011.tlg002.perseus-grc2.tb.xml,CCONJ,mark,6
document,tlg0011.tlg002.perseus-grc2.tb.xml,DET,det,149
document,tlg0011.tlg002.perseus-grc2.tb.xml,INTJ,discourse,20
document,tlg0011.tlg002.perseus-grc2.tb.xml,INTJ,vocative,12
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,advcl,2
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,appos,5
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,case,1
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,conj,28
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,iobj,12
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,nmod,140
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,nsubj,98
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,obj,204
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,obl,167
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,root,3
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,vocative,32
document,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,xcomp,14
document,tlg0011.tlg002.perseus-grc2.tb.xml,NUM,nsubj,1
document,tlg0011.tlg002.perseus-grc2.tb.xml,NUM,nummod,4
document,tlg0011.tlg002.perseus-grc2.tb.xml,NUM,xcomp,1
document,tlg0011.tlg002.perseus-grc2.tb.xml,PART,advmod,276
document,tlg0011.tlg002.perseus-grc2.tb.xml,PART,cc,70
document,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,acl,1
document,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,conj,4
document,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,iobj,14
document,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,nmod,53
document,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,nsubj,85
document,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,obj,96
document,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,obl,57
document,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,vocative,4
document,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,xcomp,2
document,tlg0011.tlg002.perseus-grc2.tb.xml,PUNCT,punct,648
document,tlg0011.tlg002.perseus-grc2.tb.xml,SCONJ,case,3
document,tlg0011.tlg002.perseus-grc2.tb.xml,SCONJ,mark,58
document,tlg0011.tlg002.perseus-grc2.tb.xml,SCONJ,nmod,1
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,acl,15
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,advcl,172
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,appos,6
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,ccomp,34
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,conj,75
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,csubj,34
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,nmod,24
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,nsubj,4
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,obl,2
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,parataxis,8
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,root,372
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,vocative,1
document,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,xcomp,88
document,tlg0011.tlg002.perseus-grc2.tb.xml,X,nmod,1
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,advcl,7
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,advmod,56
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,amod,47
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,conj,19
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,iobj,3
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,nmod,303
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,nsubj,36
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,obj,99
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,obl,29
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,root,8
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,vocative,8
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,xcomp,101
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADP,case,160
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,advmod,391
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,case,4
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,cc,1
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,conj,2
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,mark,6
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,nmod,6
document,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,obj,17
document,tlg0011.tlg003.perseus-grc1.tb.xml,AUX,cop,33
document,tlg0011.tlg003.perseus-grc1.tb.xml,CCONJ,advmod,34
document,tlg0011.tlg003.perseus-grc1.tb.xml,CCONJ,cc,79
document,tlg0011.tlg003.perseus-grc1.tb.xml,CCONJ,mark,6
document,tlg0011.tlg003.perseus-grc1.tb.xml,DET,det,157
document,tlg0011.tlg003.perseus-grc1.tb.xml,INTJ,discourse,31
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,advcl,3
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,appos,8
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,case,2
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,conj,37
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,iobj,15
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,nmod,102
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,nsubj,132
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,obj,285
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,obl,174
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,root,7
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,vocative,54
document,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,xcomp,16
document,tlg0011.tlg003.perseus-grc1.tb.xml,NUM,nummod,3
document,tlg0011.tlg003.perseus-grc1.tb.xml,PART,advmod,365
document,tlg0011.tlg003.perseus-grc1.tb.xml,PART,cc,82
document,tlg0011.tlg003.perseus-grc1.tb.xml,PART,mark,1
document,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,conj,4
document,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,iobj,17
document,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,nmod,111
document,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,nsubj,138
document,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,obj,118
document,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,obl,64
document,tlg0011.tlg003.perseus-grc1.tb.xml,PUNCT,punct,859
document,tlg0011.tlg003.perseus-grc1.tb.xml,SCONJ,mark,67
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,acl,41
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,advcl,256
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,appos,2
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,case,1
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,ccomp,44
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,conj,64
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,csubj,22
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,nmod,18
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,nsubj,2
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,parataxis,8
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,root,474
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,vocative,2
document,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,xcomp,77
document,tlg0011.tlg003.perseus-grc1.tb.xml,X,root,1
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,advcl,2
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,advmod,53
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,amod,28
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,appos,3
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,conj,22
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,iobj,2
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,nmod,233
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,nsubj,47
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,obj,103
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,obl,19
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,root,18
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,vocative,16
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,xcomp,79
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,case,160
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,conj,1
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,mark,2
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,nmod,1
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,obj,2
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADP,root,2
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,advmod,370
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,case,4
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,cc,5
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,mark,3
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,nmod,12
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,obj,24
document,tlg0011.tlg004.perseus-grc1.tb.xml,ADV,xcomp,1
document,tlg0011.tlg004.perseus-grc1.tb.xml,AUX,aux,3
document,tlg0011.tlg004.perseus-grc1.tb.xml,AUX,cop,63
document,tlg0011.tlg004.perseus-grc1.tb.xml,CCONJ,advmod,121
document,tlg0011.tlg004.perseus-grc1.tb.xml,CCONJ,cc,64
document,tlg0011.tlg004.perseus-grc1.tb.xml,CCONJ,mark,9
document,tlg0011.tlg004.perseus-grc1.tb.xml,DET,advmod,1
document,tlg0011.tlg004.perseus-grc1.tb.xml,DET,det,216
document,tlg0011.tlg004.perseus-grc1.tb.xml,INTJ,discourse,36
document,tlg0011.tlg004.perseus-grc1.tb.xml,INTJ,vocative,5
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,acl,1
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,advcl,4
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,appos,3
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,case,1
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,conj,42
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,iobj,4
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,nmod,133
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,nsubj,122
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,obj,198
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,obl,134
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,root,7
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,vocative,56
document,tlg0011.tlg004.perseus-grc1.tb.xml,NOUN,xcomp,38
document,tlg0011.tlg004.perseus-grc1.tb.xml,NUM,nummod,3
document,tlg0011.tlg004.perseus-grc1.tb.xml,NUM,root,1
document,tlg0011.tlg004.perseus-grc1.tb.xml,PART,advmod,433
document,tlg0011.tlg004.perseus-grc1.tb.xml,PART,cc,79
document,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,conj,9
document,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,iobj,22
document,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,nmod,108
document,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,nsubj,121
document,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,obj,204
document,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,obl,94
document,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,root,6
document,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,vocative,5
document,tlg0011.tlg004.perseus-grc1.tb.xml,PRON,xcomp,3
document,tlg0011.tlg004.perseus-grc1.tb.xml,PUNCT,punct,908
document,tlg0011.tlg004.perseus-grc1.tb.xml,SCONJ,case,1
document,tlg0011.tlg004.perseus-grc1.tb.xml,SCONJ,mark,76
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,acl,52
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,advcl,200
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,appos,10
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,ccomp,48
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,conj,73
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,csubj,20
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,nmod,33
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,nsubj,6
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,obl,2
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,parataxis,12
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,root,486
document,tlg0011.tlg004.perseus-grc1.tb.xml,VERB,xcomp,109
document,tlg0011.tlg004.perseus-grc1.tb.xml,X,conj,1
document,tlg0011.tlg004.perseus-grc1.tb.xml,X,obj,1
document,tlg0011.tlg004.perseus-grc1.tb.xml,X,vocative,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,advcl,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,advmod,42
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,amod,38
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,appos,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,conj,15
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,iobj,3
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,nmod,219
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,nsubj,38
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,obj,107
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,obl,25
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,parataxis,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,root,18
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,vocative,22
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADJ,xcomp,63
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,advcl,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,case,145
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,mark,2
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,nmod,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,nsubj,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,obj,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADP,root,5
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,advmod,349
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,case,3
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,cc,5
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,conj,2
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,mark,9
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,nmod,13
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,nsubj,2
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,obj,22
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,root,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,ADV,vocative,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,AUX,cop,45
document,tlg0011.tlg005.perseus-grc2.tb.xml,CCONJ,advmod,119
document,tlg0011.tlg005.perseus-grc2.tb.xml,CCONJ,cc,53
document,tlg0011.tlg005.perseus-grc2.tb.xml,CCONJ,mark,5
document,tlg0011.tlg005.perseus-grc2.tb.xml,DET,advmod,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,DET,det,165
document,tlg0011.tlg005.perseus-grc2.tb.xml,INTJ,discourse,45
document,tlg0011.tlg005.perseus-grc2.tb.xml,INTJ,vocative,6
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,advcl,4
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,appos,5
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,case,2
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,conj,21
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,iobj,15
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,nmod,102
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,nsubj,104
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,obj,202
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,obl,146
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,root,6
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,vocative,46
document,tlg0011.tlg005.perseus-grc2.tb.xml,NOUN,xcomp,19
document,tlg0011.tlg005.perseus-grc2.tb.xml,NUM,obj,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,NUM,obl,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,PART,advmod,409
document,tlg0011.tlg005.perseus-grc2.tb.xml,PART,cc,71
document,tlg0011.tlg005.perseus-grc2.tb.xml,PART,obj,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,PART,vocative,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,acl,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,appos,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,conj,5
document,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,iobj,33
document,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,nmod,77
document,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,nsubj,99
document,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,obj,169
document,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,obl,66
document,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,root,4
document,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,vocative,4
document,tlg0011.tlg005.perseus-grc2.tb.xml,PRON,xcomp,3
document,tlg0011.tlg005.perseus-grc2.tb.xml,PUNCT,punct,854
document,tlg0011.tlg005.perseus-grc2.tb.xml,SCONJ,case,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,SCONJ,mark,102
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,acl,43
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,advcl,231
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,appos,6
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,ccomp,42
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,conj,63
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,csubj,23
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,nmod,33
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,nsubj,7
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,parataxis,9
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,root,494
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,vocative,1
document,tlg0011.tlg005.perseus-grc2.tb.xml,VERB,xcomp,117
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,advcl,62
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,advmod,682
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,amod,416
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,appos,5
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,conj,181
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,iobj,52
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,nmod,5652
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,nsubj,385
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,obj,568
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,obl,257
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,root,115
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,vocative,78
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADJ,xcomp,883
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADP,case,3846
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADP,mark,2
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADP,obj,2
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,acl,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,advcl,2
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,advmod,5905
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,case,21
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,cc,18
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,conj,23
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,mark,12
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,nmod,21
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,obj,270
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,obl,6
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,root,6
document,tlg0012.tlg001.perseus-grc1.tb.xml,ADV,xcomp,4
document,tlg0012.tlg001.perseus-grc1.tb.xml,AUX,cop,500
document,tlg0012.tlg001.perseus-grc1.tb.xml,CCONJ,advmod,322
document,tlg0012.tlg001.perseus-grc1.tb.xml,CCONJ,cc,1427
document,tlg0012.tlg001.perseus-grc1.tb.xml,CCONJ,mark,248
document,tlg0012.tlg001.perseus-grc1.tb.xml,DET,advmod,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,DET,det,327
document,tlg0012.tlg001.perseus-grc1.tb.xml,INTJ,discourse,102
document,tlg0012.tlg001.perseus-grc1.tb.xml,INTJ,vocative,11
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,acl,20
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,advcl,23
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,appos,34
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,case,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,conj,1069
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,iobj,324
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,nmod,2547
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,nsubj,3625
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,obj,5127
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,obl,3766
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,root,47
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,vocative,355
document,tlg0012.tlg001.perseus-grc1.tb.xml,NOUN,xcomp,116
document,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,advcl,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,conj,3
document,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,nsubj,2
document,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,nummod,97
document,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,obj,2
document,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,obl,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,root,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,NUM,xcomp,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,PART,advmod,6024
document,tlg0012.tlg001.perseus-grc1.tb.xml,PART,case,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,PART,cc,3849
document,tlg0012.tlg001.perseus-grc1.tb.xml,PART,mark,9
document,tlg0012.tlg001.perseus-grc1.tb.xml,PART,obj,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,acl,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,advcl,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,appos,5
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,conj,20
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,iobj,295
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,nmod,471
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,nsubj,1838
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,obj,1770
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,obl,740
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,root,8
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,vocative,4
document,tlg0012.tlg001.perseus-grc1.tb.xml,PRON,xcomp,3
document,tlg0012.tlg001.perseus-grc1.tb.xml,PUNCT,punct,9991
document,tlg0012.tlg001.perseus-grc1.tb.xml,SCONJ,cc,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,SCONJ,mark,695
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,acl,617
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,advcl,3615
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,appos,18
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,ccomp,303
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,conj,2797
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,csubj,59
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,nmod,294
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,nsubj,1
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,obl,2
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,parataxis,18
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,root,5823
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,vocative,6
document,tlg0012.tlg001.perseus-grc1.tb.xml,VERB,xcomp,1019
document,tlg0012.tlg001.perseus-grc1.tb.xml,X,nmod,6
document,tlg0012.tlg001.perseus-grc1.tb.xml,X,nsubj,3
document,tlg0012.tlg001.perseus-grc1.tb.xml,X,obj,3
document,tlg0012.tlg001.perseus-grc1.tb.xml,X,root,3
document,tlg0012.tlg001.perseus-grc1.tb.xml,X,vocative,1
