language,doc_id,upos_raw,deprel_raw,upos,deprel_base,n,status
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PRON,acl,PRON,acl,5,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PRON,advcl,PRON,advcl,3,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PRON,conj,PRON,conj,14,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PRON,iobj,PRON,iobj,68,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PRON,nmod,PRON,nmod,228,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PRON,nsubj,PRON,nsubj,319,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PRON,obj,PRON,obj,441,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PRON,obl,PRON,obl,280,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PRON,root,PRON,root,10,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PRON,vocative,PRON,vocative,5,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PRON,xcomp,PRON,xcomp,24,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,PUNCT,punct,PUNCT,punct,2964,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,SCONJ,case,SCONJ,case,3,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,SCONJ,mark,SCONJ,mark,404,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,SCONJ,xcomp,SCONJ,xcomp,1,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,acl,VERB,acl,148,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,advcl,VERB,advcl,1168,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,appos,VERB,appos,7,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,ccomp,VERB,ccomp,321,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,conj,VERB,conj,435,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,csubj,VERB,csubj,54,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,nmod,VERB,nmod,277,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,nsubj,VERB,nsubj,33,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,obl,VERB,obl,35,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,parataxis,VERB,parataxis,9,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,root,VERB,root,1486,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,vocative,VERB,vocative,3,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,VERB,xcomp,VERB,xcomp,290,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,X,obj,X,obj,1,PROVISIONAL
grc,tlg0008.tlg001.perseus-grc1.tb.xml,X,obl,X,obl,3,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,advcl,ADJ,advcl,5,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,advmod,ADJ,advmod,31,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,amod,ADJ,amod,34,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,appos,ADJ,appos,1,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,conj,ADJ,conj,12,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,iobj,ADJ,iobj,4,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,nmod,ADJ,nmod,295,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,nsubj,ADJ,nsubj,43,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,obj,ADJ,obj,99,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,obl,ADJ,obl,17,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,root,ADJ,root,7,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,vocative,ADJ,vocative,18,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADJ,xcomp,ADJ,xcomp,66,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADP,case,ADP,case,154,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADP,cc,ADP,cc,3,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADP,nmod,ADP,nmod,1,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADV,advmod,ADV,advmod,257,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADV,case,ADV,case,5,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADV,cc,ADV,cc,9,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADV,conj,ADV,conj,1,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADV,mark,ADV,mark,22,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADV,nmod,ADV,nmod,5,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADV,nsubj,ADV,nsubj,1,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADV,obj,ADV,obj,24,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADV,root,ADV,root,1,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,ADV,vocative,ADV,vocative,3,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,AUX,aux,AUX,aux,3,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,AUX,cop,AUX,cop,38,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,CCONJ,advmod,CCONJ,advmod,91,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,CCONJ,cc,CCONJ,cc,59,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,CCONJ,mark,CCONJ,mark,9,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,DET,advmod,DET,advmod,2,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,DET,det,DET,det,179,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,INTJ,discourse,INTJ,discourse,41,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,INTJ,vocative,INTJ,vocative,12,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,acl,NOUN,acl,1,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,advcl,NOUN,advcl,2,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,appos,NOUN,appos,7,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,conj,NOUN,conj,40,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,iobj,NOUN,iobj,13,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,nmod,NOUN,nmod,150,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,nsubj,NOUN,nsubj,104,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,obj,NOUN,obj,257,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,obl,NOUN,obl,146,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,root,NOUN,root,1,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,vocative,NOUN,vocative,55,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NOUN,xcomp,NOUN,xcomp,25,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NUM,advcl,NUM,advcl,1,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,NUM,nummod,NUM,nummod,5,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PART,advmod,PART,advmod,336,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PART,cc,PART,cc,89,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PRON,conj,PRON,conj,4,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PRON,iobj,PRON,iobj,21,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PRON,nmod,PRON,nmod,85,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PRON,nsubj,PRON,nsubj,102,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PRON,obj,PRON,obj,154,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PRON,obl,PRON,obl,67,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PRON,parataxis,PRON,parataxis,2,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PRON,root,PRON,root,7,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PRON,vocative,PRON,vocative,2,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PRON,xcomp,PRON,xcomp,1,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,PUNCT,punct,PUNCT,punct,874,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,SCONJ,mark,SCONJ,mark,99,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,acl,VERB,acl,51,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,advcl,VERB,advcl,243,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,appos,VERB,appos,9,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,ccomp,VERB,ccomp,44,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,conj,VERB,conj,91,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,csubj,VERB,csubj,27,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,nmod,VERB,nmod,25,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,nsubj,VERB,nsubj,5,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,obl,VERB,obl,1,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,parataxis,VERB,parataxis,24,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,root,VERB,root,415,PROVISIONAL
grc,tlg0011.tlg001.perseus-grc2.tb.xml,VERB,xcomp,VERB,xcomp,92,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,advcl,ADJ,advcl,4,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,advmod,ADJ,advmod,32,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,amod,ADJ,amod,20,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,appos,ADJ,appos,2,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,conj,ADJ,conj,15,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,iobj,ADJ,iobj,3,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,nmod,ADJ,nmod,263,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,nsubj,ADJ,nsubj,39,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,obj,ADJ,obj,84,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,obl,ADJ,obl,22,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,root,ADJ,root,13,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,vocative,ADJ,vocative,8,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADJ,xcomp,ADJ,xcomp,71,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADP,case,ADP,case,156,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADP,root,ADP,root,3,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,advmod,ADV,advmod,237,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,case,ADV,case,5,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,cc,ADV,cc,2,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,conj,ADV,conj,2,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,mark,ADV,mark,6,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,nmod,ADV,nmod,10,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,obj,ADV,obj,9,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,ADV,xcomp,ADV,xcomp,1,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,AUX,aux,AUX,aux,5,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,AUX,cop,AUX,cop,35,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,CCONJ,advmod,CCONJ,advmod,82,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,CCONJ,cc,CCONJ,cc,63,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,CCONJ,mark,CCONJ,mark,6,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,DET,det,DET,det,149,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,INTJ,discourse,INTJ,discourse,20,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,INTJ,vocative,INTJ,vocative,12,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,advcl,NOUN,advcl,2,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,appos,NOUN,appos,5,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,case,NOUN,case,1,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,conj,NOUN,conj,28,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,iobj,NOUN,iobj,12,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,nmod,NOUN,nmod,140,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,nsubj,NOUN,nsubj,98,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,obj,NOUN,obj,204,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,obl,NOUN,obl,167,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,root,NOUN,root,3,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,vocative,NOUN,vocative,32,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NOUN,xcomp,NOUN,xcomp,14,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NUM,nsubj,NUM,nsubj,1,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NUM,nummod,NUM,nummod,4,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,NUM,xcomp,NUM,xcomp,1,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PART,advmod,PART,advmod,276,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PART,cc,PART,cc,70,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,acl,PRON,acl,1,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,conj,PRON,conj,4,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,iobj,PRON,iobj,14,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,nmod,PRON,nmod,53,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,nsubj,PRON,nsubj,85,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,obj,PRON,obj,96,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,obl,PRON,obl,57,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,vocative,PRON,vocative,4,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PRON,xcomp,PRON,xcomp,2,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,PUNCT,punct,PUNCT,punct,648,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,SCONJ,case,SCONJ,case,3,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,SCONJ,mark,SCONJ,mark,58,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,SCONJ,nmod,SCONJ,nmod,1,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,acl,VERB,acl,15,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,advcl,VERB,advcl,172,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,appos,VERB,appos,6,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,ccomp,VERB,ccomp,34,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,conj,VERB,conj,75,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,csubj,VERB,csubj,34,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,nmod,VERB,nmod,24,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,nsubj,VERB,nsubj,4,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,obl,VERB,obl,2,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,parataxis,VERB,parataxis,8,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,root,VERB,root,372,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,vocative,VERB,vocative,1,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,VERB,xcomp,VERB,xcomp,88,PROVISIONAL
grc,tlg0011.tlg002.perseus-grc2.tb.xml,X,nmod,X,nmod,1,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,advcl,ADJ,advcl,7,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,advmod,ADJ,advmod,56,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,amod,ADJ,amod,47,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,conj,ADJ,conj,19,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,iobj,ADJ,iobj,3,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,nmod,ADJ,nmod,303,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,nsubj,ADJ,nsubj,36,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,obj,ADJ,obj,99,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,obl,ADJ,obl,29,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,root,ADJ,root,8,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,vocative,ADJ,vocative,8,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADJ,xcomp,ADJ,xcomp,101,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADP,case,ADP,case,160,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,advmod,ADV,advmod,391,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,case,ADV,case,4,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,cc,ADV,cc,1,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,conj,ADV,conj,2,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,mark,ADV,mark,6,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,nmod,ADV,nmod,6,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,ADV,obj,ADV,obj,17,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,AUX,cop,AUX,cop,33,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,CCONJ,advmod,CCONJ,advmod,34,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,CCONJ,cc,CCONJ,cc,79,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,CCONJ,mark,CCONJ,mark,6,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,DET,det,DET,det,157,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,INTJ,discourse,INTJ,discourse,31,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,advcl,NOUN,advcl,3,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,appos,NOUN,appos,8,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,case,NOUN,case,2,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,conj,NOUN,conj,37,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,iobj,NOUN,iobj,15,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,nmod,NOUN,nmod,102,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,nsubj,NOUN,nsubj,132,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,obj,NOUN,obj,285,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,obl,NOUN,obl,174,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,root,NOUN,root,7,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,vocative,NOUN,vocative,54,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NOUN,xcomp,NOUN,xcomp,16,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,NUM,nummod,NUM,nummod,3,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,PART,advmod,PART,advmod,365,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,PART,cc,PART,cc,82,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,PART,mark,PART,mark,1,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,conj,PRON,conj,4,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,iobj,PRON,iobj,17,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,nmod,PRON,nmod,111,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,nsubj,PRON,nsubj,138,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,obj,PRON,obj,118,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,PRON,obl,PRON,obl,64,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,PUNCT,punct,PUNCT,punct,859,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,SCONJ,mark,SCONJ,mark,67,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,acl,VERB,acl,41,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,advcl,VERB,advcl,256,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,appos,VERB,appos,2,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,case,VERB,case,1,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,ccomp,VERB,ccomp,44,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,conj,VERB,conj,64,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,csubj,VERB,csubj,22,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,nmod,VERB,nmod,18,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,nsubj,VERB,nsubj,2,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,parataxis,VERB,parataxis,8,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,root,VERB,root,474,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,vocative,VERB,vocative,2,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,VERB,xcomp,VERB,xcomp,77,PROVISIONAL
grc,tlg0011.tlg003.perseus-grc1.tb.xml,X,root,X,root,1,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,advcl,ADJ,advcl,2,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,advmod,ADJ,advmod,53,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,amod,ADJ,amod,28,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,appos,ADJ,appos,3,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,conj,ADJ,conj,22,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,iobj,ADJ,iobj,2,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,nmod,ADJ,nmod,233,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,nsubj,ADJ,nsubj,47,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,obj,ADJ,obj,103,PROVISIONAL
grc,tlg0011.tlg004.perseus-grc1.tb.xml,ADJ,obl,ADJ,obl,19,PROVISIONAL
